Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15	Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16	Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17
10,850	2,888	2,446	4,340	1,115	0,196	4,340	0,398	0,045	4,340	1,496	0,247	4,340	0,998	0,050	4,340	0,388	0,951	4,340	0,371	0,988	4,340	0,274	1,048	4,340	0,410	0,992	4,340	0,373	1,017	4,340	0,340	1,007	4,340	0,269	1,038	4,340	0,412	0,975	4,340	0,186	1,094	4,340	0,208	1,073	2,170	0,089	0,505	4,340	0,287	1,034
10,900	2,903	2,579	4,360	1,120	0,281	4,360	0,403	0,045	4,360	1,502	0,251	4,360	1,004	0,052	4,360	0,402	0,956	4,360	0,364	0,994	4,360	0,260	1,052	4,360	0,395	0,997	4,360	0,360	1,022	4,360	0,329	1,012	4,360	0,259	1,043	4,360	0,404	0,981	4,360	0,180	1,099	4,360	0,199	1,078	2,180	0,147	0,507	4,360	0,275	1,038
10,950	2,917	2,677	4,380	1,127	0,226	4,380	0,410	0,047	4,380	1,508	0,255	4,380	1,010	0,054	4,380	0,415	0,961	4,380	0,354	0,999	4,380	0,253	1,055	4,380	0,382	1,002	4,380	0,347	1,028	4,380	0,319	1,018	4,380	0,250	1,048	4,380	0,396	0,986	4,380	0,175	1,104	4,380	0,191	1,084	2,190	0,089	0,510	4,380	0,270	1,044
11,000	2,932	2,812	4,400	1,133	0,213	4,400	0,416	0,050	4,400	1,513	0,259	4,400	1,016	0,055	4,400	0,428	0,967	4,400	0,344	1,004	4,400	0,248	1,058	4,400	0,367	1,007	4,400	0,334	1,033	4,400	0,308	1,023	4,400	0,241	1,053	4,400	0,386	0,991	4,400	0,175	1,110	4,400	0,180	1,087	2,200	0,148	0,513	4,400	0,257	1,049
11,050	2,946	2,911	4,420	1,139	0,215	4,420	0,422	0,046	4,420	1,520	0,263	4,420	1,022	0,055	4,420	0,439	0,972	4,420	0,333	1,010	4,420	0,244	1,065	4,420	0,354	1,013	4,420	0,322	1,038	4,420	0,297	1,028	4,420	0,233	1,059	4,420	0,375	0,997	4,420	0,170	1,115	4,420	0,180	1,088	2,210	0,087	0,516	4,420	0,249	1,053
11,100	2,961	3,042	4,440	1,144	0,219	4,440	0,428	0,045	4,440	1,525	0,267	4,440	1,028	0,113	4,440	0,448	0,978	4,440	0,322	1,015	4,440	0,231	1,069	4,440	0,341	1,018	4,440	0,309	1,044	4,440	0,286	1,033	4,440	0,225	1,064	4,440	0,364	1,002	4,440	0,166	1,121	4,440	0,182	1,091	2,220	0,145	0,519	4,440	0,242	1,058
11,150	2,976	3,140	4,460	1,150	0,223	4,460	0,433	0,045	4,460	1,532	0,263	4,460	1,034	0,082	4,460	0,456	0,983	4,460	0,311	1,020	4,460	0,224	1,073	4,460	0,328	1,024	4,460	0,300	1,049	4,460	0,276	1,039	4,460	0,218	1,069	4,460	0,353	1,008	4,460	0,163	1,125	4,460	0,177	1,098	2,230	0,083	0,522	4,460	0,232	1,063
11,200	2,990	3,269	4,480	1,156	0,228	4,480	0,439	0,045	4,480	1,537	0,270	4,480	1,040	0,061	4,480	0,460	0,989	4,480	0,301	1,026	4,480	0,220	1,077	4,480	0,316	1,029	4,480	0,289	1,054	4,480	0,267	1,045	4,480	0,212	1,075	4,480	0,341	1,013	4,480	0,163	1,131	4,480	0,178	1,104	2,240	0,141	0,525	4,480	0,227	1,068
11,250	3,005	3,368	4,500	1,162	0,233	4,500	0,445	0,045	4,500	1,543	0,279	4,500	1,046	0,061	4,500	0,461	0,994	4,500	0,289	1,031	4,500	0,215	1,084	4,500	0,304	1,034	4,500	0,279	1,060	4,500	0,256	1,049	4,500	0,205	1,080	4,500	0,329	1,018	4,500	0,166	1,137	4,500	0,169	1,110	2,250	0,080	0,527	4,500	0,220	1,073
11,300	3,019	3,495	4,520	1,168	0,238	4,520	0,451	0,046	4,520	1,549	0,283	4,520	1,051	0,062	4,520	0,459	0,999	4,520	0,279	1,036	4,520	0,202	1,086	4,520	0,294	1,040	4,520	0,269	1,065	4,520	0,248	1,055	4,520	0,199	1,085	4,520	0,318	1,024	4,520	0,160	1,142	4,520	0,162	1,115	2,260	0,137	0,529	4,520	0,213	1,078
11,350	3,034	3,594	4,540	1,174	0,242	4,540	0,457	0,045	4,540	1,555	0,288	4,540	1,058	0,064	4,540	0,454	1,004	4,540	0,268	1,042	4,540	0,206	1,093	4,540	0,284	1,045	4,540	0,260	1,070	4,540	0,239	1,060	4,540	0,193	1,090	4,540	0,307	1,029	4,540	0,158	1,147	4,540	0,161	1,119	2,270	0,078	0,532	4,540	0,206	1,080
11,400	3,048	3,719	4,560	1,180	0,247	4,560	0,463	0,045	4,560	1,560	0,292	4,560	1,064	0,065	4,560	0,445	1,010	4,560	0,259	1,048	4,560	0,190	1,098	4,560	0,288	1,051	4,560	0,251	1,076	4,560	0,231	1,066	4,560	0,201	1,095	4,560	0,296	1,034	4,560	0,157	1,153	4,560	0,162	1,125	2,280	0,134	0,535	4,560	0,205	1,087
11,450	3,063	3,820	4,580	1,186	0,253	4,580	0,469	0,045	4,580	1,566	0,297	4,580	1,070	0,066	4,580	0,433	1,015	4,580	0,242	1,052	4,580	0,187	1,102	4,580	0,267	1,056	4,580	0,244	1,081	4,580	0,224	1,071	4,580	0,186	1,101	4,580	0,285	1,039	4,580	0,156	1,158	4,580	0,161	1,130	2,290	0,075	0,537	4,580	0,201	1,094
11,500	3,078	3,944	4,600	1,192	0,257	4,600	0,475	0,046	4,600	1,572	0,301	4,600	1,076	0,068	4,600	0,420	1,020	4,600	0,236	1,057	4,600	0,182	1,108	4,600	0,257	1,061	4,600	0,237	1,086	4,600	0,216	1,077	4,600	0,182	1,108	4,600	0,276	1,045	4,600	0,158	1,164	4,600	0,154	1,134	2,300	0,132	0,539	4,600	0,194	1,099
11,550	3,092	4,062	4,620	1,198	0,263	4,620	0,481	0,045	4,620	1,578	0,306	4,620	1,082	0,069	4,620	0,401	1,025	4,620	0,229	1,063	4,620	0,178	1,112	4,620	0,249	1,067	4,620	0,229	1,091	4,620	0,210	1,082	4,620	0,174	1,114	4,620	0,266	1,050	4,620	0,159	1,169	4,620	0,160	1,142	2,310	0,075	0,543	4,620	0,189	1,105
11,600	3,106	4,171	4,640	1,203	0,268	4,640	0,487	0,045	4,640	1,584	0,310	4,640	1,088	0,071	4,640	0,385	1,031	4,640	0,200	1,068	4,640	0,176	1,116	4,640	0,242	1,072	4,640	0,223	1,097	4,640	0,204	1,087	4,640	0,171	1,119	4,640	0,256	1,056	4,640	0,159	1,174	4,640	0,152	1,146	2,320	0,132	0,546	4,640	0,181	1,110
11,650	3,121	4,277	4,660	1,209	0,273	4,660	0,493	0,046	4,660	1,589	0,315	4,660	1,094	0,073	4,660	0,372	1,036	4,660	0,204	1,074	4,660	0,174	1,122	4,660	0,236	1,077	4,660	0,217	1,102	4,660	0,199	1,093	4,660	0,167	1,124	4,660	0,244	1,060	4,660	0,163	1,180	4,660	0,138	1,144	2,330	0,072	0,548	4,660	0,178	1,114
11,700	3,135	4,399	4,680	1,215	0,278	4,680	0,499	0,045	4,680	1,595	0,321	4,680	1,100	0,073	4,680	0,356	1,042	4,680	0,204	1,079	4,680	0,167	1,127	4,680	0,230	1,082	4,680	0,212	1,108	4,680	0,193	1,098	4,680	0,165	1,130	4,680	0,239	1,066	4,680	0,163	1,185	4,680	0,161	1,153	2,340	0,128	0,551	4,680	0,173	1,118
11,750	3,149	4,508	4,700	1,220	0,284	4,700	0,504	0,045	4,700	1,601	0,325	4,700	1,106	0,074	4,700	0,341	1,047	4,700	0,198	1,084	4,700	0,166	1,133	4,700	0,225	1,088	4,700	0,208	1,113	4,700	0,188	1,103	4,700	0,163	1,135	4,700	0,231	1,071	4,700	0,166	1,190	4,700	0,149	1,157	2,350	0,069	0,554	4,700	0,176	1,125
11,800	3,164	4,630	4,720	1,227	0,294	4,720	0,510	0,045	4,720	1,607	0,329	4,720	1,112	0,077	4,720	0,328	1,052	4,720	0,191	1,089	4,720	0,160	1,140	4,720	0,220	1,093	4,720	0,203	1,119	4,720	0,183	1,108	4,720	0,161	1,140	4,720	0,224	1,077	4,720	0,171	1,196	4,720	0,157	1,164	2,360	0,125	0,556	4,720	0,170	1,130
11,850	3,178	4,741	4,740	1,233	0,302	4,740	0,516	0,045	4,740	1,613	0,334	4,740	1,118	0,077	4,740	0,316	1,057	4,740	0,184	1,095	4,740	0,155	1,143	4,740	0,216	1,098	4,740	0,199	1,123	4,740	0,179	1,114	4,740	0,160	1,145	4,740	0,217	1,082	4,740	0,174	1,201	4,740	0,161	1,171	2,370	0,066	0,557	4,740	0,169	1,136
11,900	3,193	4,882	4,760	1,238	0,301	4,760	0,522	0,045	4,760	1,619	0,340	4,760	1,124	0,079	4,760	0,301	1,061	4,760	0,178	1,100	4,760	0,157	1,148	4,760	0,213	1,104	4,760	0,197	1,129	4,760	0,176	1,119	4,760	0,160	1,151	4,760	0,211	1,087	4,760	0,182	1,207	4,760	0,156	1,176	2,380	0,124	0,560	4,760	0,166	1,141
11,950	3,207	4,976	4,780	1,244	0,307	4,780	0,528	0,045	4,780	1,624	0,344	4,780	1,130	0,081	4,780	0,291	1,068	4,780	0,172	1,105	4,780	0,154	1,153	4,780	0,210	1,109	4,780	0,193	1,134	4,780	0,174	1,125	4,780	0,160	1,156	4,780	0,205	1,093	4,780	0,186	1,212	4,780	0,149	1,177	2,390	0,067	0,563	4,780	0,168	1,148
12,000	3,222	5,094	4,800	1,250	0,312	4,800	0,534	0,045	4,800	1,631	0,350	4,800	1,135	0,085	4,800	0,280	1,073	4,800	0,166	1,110	4,800	0,155	1,159	4,800	0,209	1,115	4,800	0,191	1,140	4,800	0,171	1,130	4,800	0,162	1,162	4,800	0,195	1,098	4,800	0,190	1,217	4,800	0,157	1,182	2,400	0,127	0,566	4,800	0,163	1,152
12,050	3,237	5,209	4,820	1,255	0,318	4,820	0,540	0,046	4,820	1,636	0,355	4,820	1,141	0,092	4,820	0,268	1,078	4,820	0,161	1,115	4,820	0,156	1,166	4,820	0,208	1,120	4,820	0,190	1,145	4,820	0,168	1,135	4,820	0,163	1,168	4,820	0,194	1,104	4,820	0,198	1,223	4,820	0,162	1,186	2,410	0,064	0,569	4,820	0,167	1,158
12,100	3,251	5,326	4,840	1,261	0,324	4,840	0,546	0,045	4,840	1,643	0,312	4,840	1,148	0,086	4,840	0,258	1,083	4,840	0,157	1,121	4,840	0,153	1,171	4,840	0,208	1,125	4,840	0,191	1,150	4,840	0,165	1,141	4,840	0,163	1,173	4,840	0,190	1,108	4,840	0,203	1,228	4,840	0,157	1,189	2,420	0,123	0,571	4,840	0,167	1,164
12,150	3,265	5,441	4,860	1,267	0,330	4,860	0,552	0,045	4,860	1,648	0,360	4,860	1,154	0,087	4,860	0,247	1,089	4,860	0,153	1,127	4,860	0,156	1,177	4,860	0,208	1,130	4,860	0,191	1,155	4,860	0,165	1,146	4,860	0,164	1,178	4,860	0,186	1,114	4,860	0,211	1,233	4,860	0,169	1,194	2,430	0,063	0,575	4,860	0,167	1,169
12,200	3,280	5,556	4,880	1,273	0,336	4,880	0,558	0,046	4,880	1,654	0,369	4,880	1,159	0,089	4,880	0,236	1,095	4,880	0,149	1,132	4,880	0,157	1,182	4,880	0,210	1,136	4,880	0,190	1,161	4,880	0,165	1,152	4,880	0,168	1,183	4,880	0,182	1,120	4,880	0,216	1,238	4,880	0,175	1,202	2,440	0,121	0,577	4,880	0,167	1,175
12,250	3,295	5,658	4,900	1,279	0,343	4,900	0,563	0,045	4,900	1,660	0,375	4,900	1,166	0,091	4,900	0,226	1,099	4,900	0,146	1,137	4,900	0,158	1,187	4,900	0,212	1,141	4,900	0,190	1,166	4,900	0,165	1,157	4,900	0,172	1,190	4,900	0,179	1,125	4,900	0,225	1,243	4,900	0,174	1,206	2,450	0,062	0,580	4,900	0,169	1,179
12,300	3,309	5,763	4,920	1,285	0,348	4,920	0,570	0,046	4,920	1,665	0,381	4,920	1,172	0,093	4,920	0,219	1,105	4,920	0,153	1,143	4,920	0,159	1,192	4,920	0,215	1,147	4,920	0,192	1,172	4,920	0,165	1,161	4,920	0,174	1,195	4,920	0,177	1,131	4,920	0,235	1,249	4,920	0,180	1,211	2,460	0,120	0,583	4,920	0,174	1,185
12,350	3,324	5,902	4,940	1,291	0,355	4,940	0,575	0,046	4,940	1,672	0,387	4,940	1,178	0,094	4,940	0,209	1,111	4,940	0,163	1,148	4,940	0,165	1,197	4,940	0,219	1,152	4,940	0,194	1,177	4,940	0,166	1,167	4,940	0,176	1,199	4,940	0,174	1,136	4,940	0,246	1,255	4,940	0,196	1,218	2,470	0,059	0,585	4,940	0,172	1,189
12,400	3,339	6,012	4,960	1,297	0,362	4,960	0,582	0,046	4,960	1,677	0,392	4,960	1,184	0,095	4,960	0,199	1,116	4,960	0,141	1,154	4,960	0,171	1,203	4,960	0,207	1,157	4,960	0,197	1,182	4,960	0,168	1,173	4,960	0,181	1,204	4,960	0,172	1,141	4,960	0,253	1,259	4,960	0,215	1,231	2,480	0,117	0,587	4,960	0,179	1,194
12,450	3,353	6,130	4,980	1,303	0,368	4,980	0,587	0,046	4,980	1,683	0,398	4,980	1,189	0,097	4,980	0,181	1,122	4,980	0,137	1,159	4,980	0,174	1,209	4,980	0,220	1,163	4,980	0,202	1,188	4,980	0,170	1,178	4,980	0,186	1,209	4,980	0,171	1,146	4,980	0,265	1,265	4,980	0,219	1,238	2,490	0,059	0,590	4,980	0,181	1,199
12,500	3,367	6,236	5,000	1,308	0,375	5,000	0,593	0,046	5,000	1,689	0,404	5,000	1,195	0,098	5,000	0,184	1,127	5,000	0,136	1,163	5,000	0,184	1,214	5,000	0,234	1,168	5,000	0,204	1,193	5,000	0,173	1,184	5,000	0,190	1,215	5,000	0,170	1,152	5,000	0,275	1,269	5,000	0,217	1,242	2,500	0,118	0,593	5,000	0,187	1,204
12,550	3,382	6,354	5,020	1,314	0,381	5,020	0,599	0,046	5,020	1,695	0,410	5,020	1,201	0,100	5,020	0,178	1,132	5,020	0,135	1,169	5,020	0,198	1,223	5,020	0,242	1,173	5,020	0,209	1,199	5,020	0,175	1,189	5,020	0,199	1,220	5,020	0,170	1,157	5,020	0,288	1,275	5,020	0,213	1,243	2,510	0,058	0,596	5,020	0,192	1,209
12,600	3,397	6,457	5,040	1,320	0,388	5,040	0,605	0,046	5,040	1,701	0,415	5,040	1,207	0,103	5,040	0,172	1,137	5,040	0,134	1,175	5,040	0,204	1,232	5,040	0,251	1,179	5,040	0,214	1,203	5,040	0,179	1,194	5,040	0,204	1,226	5,040	0,171	1,162	5,040	0,301	1,281	5,040	0,229	1,247	2,520	0,116	0,599	5,040	0,197	1,215
12,650	3,411	6,578	5,060	1,326	0,394	5,060	0,611	0,046	5,060	1,707	0,421	5,060	1,214	0,104	5,060	0,167	1,143	5,060	0,135	1,180	5,060	0,214	1,239	5,060	0,259	1,184	5,060	0,219	1,209	5,060	0,183	1,199	5,060	0,211	1,231	5,060	0,172	1,167	5,060	0,313	1,286	5,060	0,228	1,250	2,530	0,056	0,601	5,060	0,201	1,219
12,700	3,426	6,673	5,080	1,332	0,401	5,080	0,616	0,046	5,080	1,713	0,428	5,080	1,219	0,106	5,080	0,162	1,148	5,080	0,137	1,186	5,080	0,224	1,246	5,080	0,269	1,189	5,080	0,226	1,215	5,080	0,188	1,205	5,080	0,219	1,236	5,080	0,173	1,173	5,080	0,325	1,291	5,080	0,252	1,257	2,540	0,114	0,605	5,080	0,208	1,224
12,750	3,440	6,788	5,100	1,338	0,372	5,100	0,622	0,046	5,100	1,718	0,433	5,100	1,225	0,108	5,100	0,158	1,154	5,100	0,136	1,191	5,100	0,240	1,254	5,100	0,281	1,196	5,100	0,233	1,220	5,100	0,192	1,210	5,100	0,227	1,241	5,100	0,175	1,178	5,100	0,341	1,297	5,100	0,256	1,262	2,550	0,056	0,607	5,100	0,215	1,230
12,800	3,454	6,881	5,120	1,343	0,410	5,120	0,628	0,058	5,120	1,724	0,439	5,120	1,231	0,109	5,120	0,154	1,159	5,120	0,137	1,196	5,120	0,241	1,258	5,120	0,292	1,200	5,120	0,241	1,225	5,120	0,200	1,216	5,120	0,235	1,246	5,120	0,178	1,184	5,120	0,357	1,303	5,120	0,274	1,270	2,560	0,113	0,609	5,120	0,226	1,235
12,850	3,468	6,990	5,140	1,349	0,420	5,140	0,634	0,057	5,140	1,730	0,445	5,140	1,237	0,111	5,140	0,151	1,164	5,140	0,140	1,201	5,140	0,235	1,257	5,140	0,304	1,206	5,140	0,249	1,230	5,140	0,205	1,221	5,140	0,244	1,251	5,140	0,181	1,189	5,140	0,372	1,308	5,140	0,259	1,269	2,570	0,053	0,611	5,140	0,231	1,240
12,900	3,483	7,072	5,160	1,355	0,428	5,160	0,639	0,047	5,160	1,736	0,451	5,160	1,243	0,113	5,160	0,148	1,170	5,160	0,143	1,207	5,160	0,259	1,264	5,160	0,318	1,211	5,160	0,258	1,236	5,160	0,211	1,226	5,160	0,255	1,256	5,160	0,185	1,194	5,160	0,387	1,314	5,160	0,279	1,274	2,580	0,111	0,614	5,160	0,240	1,245
12,950	3,498	7,169	5,180	1,361	0,436	5,180	0,646	0,046	5,180	1,742	0,458	5,180	1,249	0,084	5,180	0,145	1,174	5,180	0,146	1,213	5,180	0,273	1,270	5,180	0,334	1,217	5,180	0,267	1,241	5,180	0,218	1,232	5,180	0,264	1,262	5,180	0,189	1,199	5,180	0,404	1,319	5,180	0,296	1,280	2,590	0,055	0,617	5,180	0,252	1,251
13,000	3,512	7,233	5,200	1,367	0,443	5,200	0,651	0,046	5,200	1,748	0,495	5,200	1,254	0,111	5,200	0,142	1,180	5,200	0,150	1,217	5,200	0,263	1,271	5,200	0,349	1,222	5,200	0,278	1,247	5,200	0,226	1,237	5,200	0,275	1,267	5,200	0,194	1,205	5,200	0,422	1,324	5,200	0,308	1,286	2,600	0,113	0,620	5,200	0,259	1,255
13,050	3,527	7,302	5,220	1,373	0,450	5,220	0,657	0,046	5,220	1,754	0,480	5,220	1,260	0,118	5,220	0,140	1,185	5,220	0,151	1,223	5,220	0,292	1,278	5,220	0,367	1,228	5,220	0,288	1,251	5,220	0,235	1,242	5,220	0,289	1,272	5,220	0,199	1,210	5,220	0,438	1,329	5,220	0,320	1,291	2,610	0,055	0,622	5,220	0,264	1,259
13,100	3,541	7,331	5,240	1,379	0,458	5,240	0,663	0,046	5,240	1,760	0,477	5,240	1,266	0,121	5,240	0,140	1,190	5,240	0,158	1,228	5,240	0,289	1,280	5,240	0,381	1,234	5,240	0,299	1,256	5,240	0,243	1,247	5,240	0,302	1,278	5,240	0,205	1,216	5,240	0,455	1,335	5,240	0,325	1,294	2,620	0,113	0,626	5,240	0,278	1,264
13,150	3,556	7,373	5,260	1,385	0,466	5,260	0,669	0,046	5,260	1,766	0,482	5,260	1,272	0,123	5,260	0,141	1,195	5,260	0,163	1,234	5,260	0,350	1,297	5,260	0,393	1,239	5,260	0,312	1,262	5,260	0,253	1,253	5,260	0,326	1,287	5,260	0,215	1,221	5,260	0,474	1,340	5,260	0,344	1,300	2,630	0,055	0,628	5,260	0,288	1,269
13,200	3,570	7,364	5,280	1,391	0,473	5,280	0,675	0,046	5,280	1,771	0,488	5,280	1,278	0,125	5,280	0,140	1,201	5,280	0,169	1,239	5,280	0,362	1,304	5,280	0,420	1,244	5,280	0,324	1,267	5,280	0,263	1,258	5,280	0,337	1,292	5,280	0,219	1,226	5,280	0,492	1,345	5,280	0,366	1,308	2,640	0,111	0,631	5,280	0,297	1,274
13,250	3,585	7,373	5,300	1,397	0,481	5,300	0,681	0,046	5,300	1,777	0,493	5,300	1,284	0,129	5,300	0,141	1,206	5,300	0,175	1,244	5,300	0,375	1,309	5,300	0,442	1,250	5,300	0,337	1,273	5,300	0,275	1,263	5,300	0,350	1,297	5,300	0,226	1,231	5,300	0,513	1,350	5,300	0,390	1,316	2,650	0,054	0,634	5,300	0,308	1,278
13,300	3,599	7,338	5,320	1,403	0,489	5,320	0,687	0,046	5,320	1,783	0,498	5,320	1,290	0,131	5,320	0,167	1,212	5,320	0,181	1,250	5,320	0,403	1,316	5,320	0,467	1,256	5,320	0,351	1,278	5,320	0,285	1,268	5,320	0,365	1,303	5,320	0,234	1,236	5,320	0,535	1,356	5,320	0,393	1,318	2,660	0,111	0,636	5,320	0,321	1,283
13,350	3,614	7,335	5,340	1,408	0,496	5,340	0,692	0,045	5,340	1,789	0,503	5,340	1,296	0,133	5,340	0,150	1,217	5,340	0,189	1,255	5,340	0,398	1,320	5,340	0,490	1,261	5,340	0,366	1,283	5,340	0,297	1,273	5,340	0,378	1,307	5,340	0,244	1,242	5,340	0,553	1,361	5,340	0,410	1,323	2,670	0,074	0,638	5,340	0,336	1,289
13,400	3,628	7,288	5,360	1,415	0,505	5,360	0,698	0,046	5,360	1,795	0,508	5,360	1,302	0,136	5,360	0,147	1,222	5,360	0,196	1,260	5,360	0,424	1,326	5,360	0,517	1,267	5,360	0,381	1,288	5,360	0,310	1,278	5,360	0,392	1,312	5,360	0,253	1,247	5,360	0,574	1,366	5,360	0,410	1,324	2,680	0,115	0,641	5,360	0,346	1,293
13,450	3,643	7,298	5,380	1,420	0,513	5,380	0,705	0,046	5,380	1,801	0,512	5,380	1,308	0,138	5,380	0,148	1,228	5,380	0,204	1,265	5,380	0,437	1,328	5,380	0,546	1,274	5,380	0,397	1,294	5,380	0,323	1,284	5,380	0,410	1,318	5,380	0,262	1,253	5,380	0,595	1,371	5,380	0,440	1,331	2,690	0,055	0,645	5,380	0,365	1,299
13,500	3,657	7,257	5,400	1,426	0,520	5,400	0,711	0,046	5,400	1,806	0,515	5,400	1,314	0,141	5,400	0,152	1,233	5,400	0,213	1,271	5,400	0,473	1,336	5,400	0,572	1,279	5,400	0,414	1,299	5,400	0,336	1,289	5,400	0,426	1,322	5,400	0,273	1,257	5,400	0,618	1,377	5,400	0,436	1,333	2,700	0,110	0,647	5,400	0,385	1,305
13,550	3,672	7,248	5,420	1,432	0,529	5,420	0,716	0,046	5,420	1,812	0,518	5,420	1,320	0,143	5,420	0,156	1,239	5,420	0,222	1,275	5,420	0,491	1,341	5,420	0,596	1,284	5,420	0,432	1,305	5,420	0,351	1,295	5,420	0,443	1,328	5,420	0,284	1,263	5,420	0,645	1,383	5,420	0,472	1,341	2,710	0,052	0,649	5,420	0,404	1,311
13,600	3,686	7,190	5,440	1,438	0,538	5,440	0,721	0,046	5,440	1,818	0,521	5,440	1,326	0,146	5,440	0,160	1,244	5,440	0,232	1,281	5,440	0,501	1,344	5,440	0,627	1,290	5,440	0,450	1,310	5,440	0,367	1,301	5,440	0,461	1,333	5,440	0,296	1,268	5,440	0,662	1,388	5,440	0,492	1,347	2,720	0,110	0,652	5,440	0,419	1,316
13,650	3,701	7,166	5,460	1,444	0,555	5,460	0,728	0,046	5,460	1,824	0,523	5,460	1,332	0,149	5,460	0,162	1,249	5,460	0,243	1,287	5,460	0,524	1,350	5,460	0,650	1,295	5,460	0,468	1,315	5,460	0,381	1,305	5,460	0,479	1,338	5,460	0,308	1,274	5,460	0,685	1,394	5,460	0,531	1,357	2,730	0,052	0,654	5,460	0,439	1,323
13,700	3,715	7,089	5,480	1,450	0,559	5,480	0,734	0,046	5,480	1,830	0,524	5,480	1,338	0,153	5,480	0,174	1,254	5,480	0,253	1,292	5,480	0,542	1,354	5,480	0,681	1,300	5,480	0,487	1,321	5,480	0,397	1,311	5,480	0,499	1,343	5,480	0,321	1,279	5,480	0,698	1,398	5,480	0,556	1,364	2,740	0,109	0,658	5,480	0,452	1,327
13,750	3,730	7,083	5,500	1,456	0,564	5,500	0,740	0,047	5,500	1,836	0,526	5,500	1,343	0,155	5,500	0,287	1,259	5,500	0,265	1,297	5,500	0,568	1,360	5,500	0,714	1,306	5,500	0,507	1,326	5,500	0,415	1,316	5,500	0,521	1,349	5,500	0,335	1,285	5,500	0,717	1,403	5,500	0,564	1,366	2,750	0,053	0,660	5,500	0,471	1,332
13,800	3,744	6,952	5,520	1,462	0,573	5,520	0,746	0,047	5,520	1,842	0,526	5,520	1,350	0,158	5,520	0,338	1,265	5,520	0,276	1,302	5,520	0,579	1,363	5,520	0,747	1,311	5,520	0,528	1,331	5,520	0,432	1,322	5,520	0,539	1,354	5,520	0,349	1,289	5,520	0,736	1,409	5,520	0,597	1,374	2,760	0,107	0,662	5,520	0,489	1,337
13,850	3,758	6,893	5,540	1,467	0,581	5,540	0,752	0,046	5,540	1,848	0,526	5,540	1,356	0,167	5,540	0,317	1,270	5,540	0,288	1,307	5,540	0,644	1,377	5,540	0,779	1,317	5,540	0,549	1,337	5,540	0,450	1,327	5,540	0,560	1,360	5,540	0,364	1,295	5,540	0,751	1,414	5,540	0,610	1,378	2,770	0,050	0,665	5,540	0,508	1,342
13,900	3,773	6,780	5,560	1,473	0,590	5,560	0,758	0,046	5,560	1,853	0,511	5,560	1,362	0,168	5,560	0,402	1,275	5,560	0,302	1,313	5,560	0,658	1,381	5,560	0,814	1,323	5,560	0,571	1,342	5,560	0,468	1,333	5,560	0,581	1,365	5,560	0,380	1,300	5,560	0,757	1,419	5,560	0,643	1,385	2,780	0,084	0,668	5,560	0,523	1,346
13,950	3,787	6,711	5,580	1,479	0,600	5,580	0,763	0,046	5,580	1,859	0,499	5,580	1,367	0,165	5,580	0,237	1,280	5,580	0,317	1,318	5,580	0,665	1,383	5,580	0,846	1,328	5,580	0,593	1,347	5,580	0,488	1,338	5,580	0,602	1,370	5,580	0,396	1,306	5,580	0,815	1,425	5,580	0,658	1,390	2,790	-0,034	0,670	5,580	0,544	1,352
14,000	3,802	6,591	5,600	1,485	0,609	5,600	0,770	0,046	5,600	1,865	0,521	5,600	1,374	0,168	5,600	0,210	1,286	5,600	0,331	1,324	5,600	0,692	1,388	5,600	0,868	1,332	5,600	0,616	1,353	5,600	0,508	1,343	5,600	0,626	1,375	5,600	0,412	1,311	5,600	0,904	1,430	5,600	0,673	1,394	2,800	-0,070	0,672	5,600	0,565	1,357
