Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9
24,300	6,949	0,997	24,300	5,680	0,985	24,300	0,520	0,685				24,300	4,953	0,004	24,300	3,243	0,063	24,300	4,822	0,084	24,300	1,157	-0,734	24,300	0,987	-0,177
24,350	6,950	0,997	24,350	5,577	0,983	24,350	0,530	0,690				24,350	5,013	0,005	24,350	3,244	0,064	24,350	4,759	0,083	24,350	1,157	-0,738	24,350	0,987	-0,178
24,400	6,950	0,997	24,400	5,426	0,983	24,400	0,540	0,693				24,400	5,041	0,004	24,400	3,264	0,063	24,400	4,745	0,084	24,400	1,156	-0,745	24,400	0,987	-0,180
24,450	6,950	0,997	24,450	5,266	0,980	24,450	0,549	0,697				24,450	5,062	0,004	24,450	3,314	0,064	24,450	4,745	0,083	24,450	1,155	-0,750	24,450	0,989	-0,181
24,500	6,950	0,997	24,500	5,233	0,980	24,500	0,555	0,700				24,500	5,115	0,004	24,500	3,354	0,064	24,500	4,745	0,084	24,500	1,154	-0,756	24,500	0,995	-0,183
24,550	6,950	0,997	24,550	5,232	0,980	24,550	0,561	0,703				24,550	5,157	0,005	24,550	3,397	0,065	24,550	4,745	0,083	24,550	1,153	-0,761	24,550	0,995	-0,184
24,600	6,950	0,997	24,600	5,232	0,981	24,600	0,567	0,705				24,600	5,192	0,004	24,600	3,416	0,064	24,600	4,742	0,084	24,600	1,155	-0,768	24,600	0,996	-0,186
24,650	6,950	0,997	24,650	5,232	0,980	24,650	0,571	0,706				24,650	5,196	0,005	24,650	3,466	0,065	24,650	4,736	0,083	24,650	1,158	-0,773	24,650	0,996	-0,188
24,700	6,951	0,997	24,700	5,232	0,981	24,700	0,575	0,708				24,700	5,196	0,004	24,700	3,520	0,064	24,700	4,686	0,084	24,700	1,161	-0,779	24,700	0,996	-0,190
24,750	6,950	0,997	24,750	5,219	0,980	24,750	0,577	0,709				24,750	5,196	0,005	24,750	3,540	0,065	24,750	4,633	0,083	24,750	1,163	-0,784	24,750	0,997	-0,191
24,800	6,951	0,997	24,800	5,140	0,980	24,800	0,580	0,709				24,800	5,196	0,004	24,800	3,542	0,064	24,800	4,595	0,084	24,800	1,167	-0,790	24,800	0,997	-0,194
24,850	6,951	0,997	24,850	5,022	0,978	24,850	0,591	0,712				24,850	5,196	0,005	24,850	3,542	0,065	24,850	4,500	0,082	24,850	1,170	-0,795	24,850	0,997	-0,195
24,900	6,951	0,997	24,900	4,865	0,977	24,900	0,603	0,715				24,900	5,188	0,004	24,900	3,542	0,065	24,900	4,387	0,083	24,900	1,173	-0,800	24,900	0,998	-0,197
24,950	6,951	0,997	24,950	4,767	0,975	24,950	0,618	0,720				24,950	5,208	0,005	24,950	3,542	0,065	24,950	4,266	0,082	24,950	1,177	-0,805	24,950	0,998	-0,198
25,000	6,952	0,997	25,000	4,722	0,975	25,000	0,631	0,723				25,000	5,285	0,004	25,000	3,542	0,065	25,000	4,234	0,082	25,000	1,180	-0,810	25,000	0,998	-0,200
25,050	6,952	0,997	25,050	4,708	0,974	25,050	0,644	0,727				25,050	5,323	0,004	25,050	3,542	0,065	25,050	4,234	0,082	25,050	1,184	-0,814	25,050	0,998	-0,202
25,100	6,952	0,997	25,100	4,710	0,975	25,100	0,662	0,732				25,100	5,371	0,004	25,100	3,594	0,065	25,100	4,233	0,082	25,100	1,188	-0,819	25,100	1,000	-0,204
25,150	6,952	0,997	25,150	4,710	0,975	25,150	0,677	0,736				25,150	5,385	0,005	25,150	3,640	0,066	25,150	4,234	0,082	25,150	1,195	-0,822	25,150	0,999	-0,205
25,200	6,952	0,997	25,200	4,710	0,975	25,200	0,693	0,740				25,200	5,397	0,004	25,200	3,689	0,065	25,200	4,234	0,082	25,200	1,200	-0,826	25,200	0,999	-0,208
25,250	6,952	0,997	25,250	4,710	0,974	25,250	0,707	0,744				25,250	5,454	0,005	25,250	3,754	0,066	25,250	4,234	0,082	25,250	1,206	-0,829	25,250	0,999	-0,209
25,300	6,953	0,997	25,300	4,708	0,975	25,300	0,721	0,746				25,300	5,465	0,004	25,300	3,804	0,066	25,300	4,220	0,082	25,300	1,211	-0,833	25,300	0,999	-0,211
25,350	6,952	0,997	25,350	4,672	0,974	25,350	0,735	0,750				25,350	5,465	0,005	25,350	3,825	0,066	25,350	4,153	0,081	25,350	1,216	-0,836	25,350	0,999	-0,212
25,400	6,953	0,997	25,400	4,565	0,974	25,400	0,751	0,753				25,400	5,465	0,004	25,400	3,865	0,066	25,400	4,080	0,082	25,400	1,217	-0,840	25,400	0,999	-0,215
25,450	6,953	0,997	25,450	4,510	0,972	25,450	0,769	0,757				25,450	5,465	0,005	25,450	3,871	0,067	25,450	4,001	0,081	25,450	1,217	-0,842	25,450	0,998	-0,216
25,500	6,953	0,997	25,500	4,490	0,972	25,500	0,792	0,760				25,500	5,465	0,004	25,500	3,871	0,066	25,500	3,946	0,082	25,500	1,224	-0,845	25,500	0,998	-0,219
25,550	6,953	0,997	25,550	4,405	0,971	25,550	0,820	0,766				25,550	5,465	0,005	25,550	3,871	0,067	25,550	3,846	0,081	25,550	1,234	-0,847	25,550	0,998	-0,220
25,600	6,953	0,997	25,600	4,298	0,970	25,600	0,841	0,770				25,600	5,472	0,004	25,600	3,871	0,066	25,600	3,750	0,081	25,600	1,241	-0,850	25,600	0,998	-0,222
25,650	6,953	0,997	25,650	4,230	0,969	25,650	0,865	0,775				25,650	5,522	0,004	25,650	3,871	0,067	25,650	3,707	0,080	25,650	1,246	-0,851	25,650	0,999	-0,224
25,700	6,954	0,997	25,700	4,200	0,969	25,700	0,884	0,777				25,700	5,594	0,004	25,700	3,873	0,066	25,700	3,704	0,081	25,700	1,251	-0,853	25,700	1,005	-0,226
25,750	6,953	0,997	25,750	4,199	0,968	25,750	0,901	0,781				25,750	5,649	0,005	25,750	3,873	0,067	25,750	3,704	0,080	25,750	1,255	-0,854	25,750	1,008	-0,227
25,800	6,954	0,997	25,800	4,199	0,969	25,800	0,911	0,782				25,800	5,724	0,004	25,800	3,900	0,066	25,800	3,704	0,081	25,800	1,259	-0,855	25,800	1,007	-0,230
25,850	6,953	0,997	25,850	4,198	0,968	25,850	0,919	0,784				25,850	5,796	0,005	25,850	3,950	0,068	25,850	3,704	0,080	25,850	1,262	-0,856	25,850	1,007	-0,233
25,900	6,957	0,997	25,900	4,198	0,969	25,900	0,923	0,784				25,900	5,827	0,004	25,900	4,000	0,067	25,900	3,703	0,081	25,900	1,278	-0,858	25,900	1,008	-0,235
25,950	6,955	0,997	25,950	4,188	0,968	25,950	0,926	0,785				25,950	5,827	0,005	25,950	4,021	0,068	25,950	3,669	0,080	25,950	1,288	-0,858	25,950	1,009	-0,236
26,000	6,955	0,997	26,000	4,100	0,968	26,000	0,931	0,785				26,000	5,827	0,004	26,000	4,090	0,067	26,000	3,579	0,081	26,000	1,300	-0,859	26,000	1,010	-0,239
26,050	6,954	0,997	26,050	4,023	0,966	26,050	0,943	0,787				26,050	5,827	0,005	26,050	4,141	0,068	26,050	3,494	0,079	26,050	1,312	-0,860	26,050	1,010	-0,240
26,100	6,954	0,997	26,100	3,913	0,965	26,100	0,972	0,790				26,100	5,827	0,004	26,100	4,141	0,067	26,100	3,369	0,080	26,100	1,327	-0,861	26,100	1,011	-0,243
26,150	6,954	0,997	26,150	3,844	0,964	26,150	1,021	0,797				26,150	5,827	0,005	26,150	4,141	0,068	26,150	3,263	0,079	26,150	1,346	-0,862	26,150	1,011	-0,245
26,200	6,955	0,997	26,200	3,813	0,964	26,200	1,068	0,802				26,200	5,827	0,004	26,200	4,141	0,068	26,200	3,165	0,079	26,200	1,360	-0,862	26,200	1,012	-0,247
26,250	6,954	0,997	26,250	3,809	0,964	26,250	1,112	0,808				26,250	5,828	0,005	26,250	4,141	0,068	26,250	3,157	0,078	26,250	1,367	-0,862	26,250	1,012	-0,249
26,300	6,955	0,997	26,300	3,808	0,964	26,300	1,144	0,812				26,300	5,883	0,004	26,300	4,141	0,068	26,300	3,157	0,079	26,300	1,376	-0,863	26,300	1,014	-0,251
26,350	6,955	0,997	26,350	3,808	0,963	26,350	1,179	0,816				26,350	5,945	0,005	26,350	4,146	0,069	26,350	3,157	0,078	26,350	1,394	-0,863	26,350	1,014	-0,253
26,400	6,955	0,997	26,400	3,808	0,964	26,400	1,217	0,820				26,400	5,966	0,004	26,400	4,178	0,068	26,400	3,157	0,080	26,400	1,415	-0,863	26,400	1,015	-0,255
26,450	6,954	0,997	26,450	3,808	0,963	26,450	1,249	0,823				26,450	5,995	0,005	26,450	4,213	0,069	26,450	3,156	0,078	26,450	1,450	-0,863	26,450	1,015	-0,256
26,500	6,955	0,997	26,500	3,806	0,964	26,500	1,267	0,825				26,500	6,036	0,004	26,500	4,239	0,068	26,500	3,156	0,079	26,500	1,477	-0,864	26,500	1,015	-0,259
26,550	6,955	0,997	26,550	3,781	0,963	26,550	1,276	0,827				26,550	6,085	0,005	26,550	4,281	0,069	26,550	3,128	0,079	26,550	1,478	-0,864	26,550	1,015	-0,260
26,600	6,955	0,997	26,600	3,705	0,962	26,600	1,280	0,827				26,600	6,145	0,004	26,600	4,342	0,069	26,600	2,998	0,079	26,600	1,477	-0,864	26,600	1,016	-0,262
26,650	6,955	0,997	26,650	3,604	0,960	26,650	1,282	0,828				26,650	6,156	0,005	26,650	4,426	0,069	26,650	2,901	0,078	26,650	1,477	-0,864	26,650	1,016	-0,263
26,700	6,955	0,997	26,700	3,465	0,959	26,700	1,283	0,827				26,700	6,155	0,004	26,700	4,481	0,069	26,700	2,856	0,079	26,700	1,478	-0,864	26,700	1,017	-0,266
26,750	6,955	0,997	26,750	3,350	0,956	26,750	1,285	0,828				26,750	6,156	0,005	26,750	4,484	0,070	26,750	2,765	0,078	26,750	1,478	-0,864	26,750	1,017	-0,267
26,800	6,956	0,997	26,800	3,333	0,956	26,800	1,306	0,829				26,800	6,156	0,004	26,800	4,484	0,069	26,800	2,698	0,078	26,800	1,478	-0,864	26,800	1,017	-0,269
26,850	6,955	0,997	26,850	3,332	0,955	26,850	1,342	0,832				26,850	6,157	0,005	26,850	4,484	0,070	26,850	2,613	0,077	26,850	1,478	-0,864	26,850	1,017	-0,270
26,900	6,956	0,997	26,900	3,331	0,956	26,900	1,397	0,836				26,900	6,164	0,004	26,900	4,484	0,069	26,900	2,604	0,078	26,900	1,483	-0,864	26,900	1,017	-0,273
26,950	6,956	0,998	26,950	3,332	0,955	26,950	1,448	0,841				26,950	6,240	0,005	26,950	4,484	0,070	26,950	2,604	0,077	26,950	1,514	-0,864	26,950	1,017	-0,274
27,000	6,956	0,997	27,000	3,331	0,956	27,000	1,510	0,846				27,000	6,335	0,004	27,000	4,484	0,069	27,000	2,604	0,078	27,000	1,546	-0,864	27,000	1,018	-0,276
27,050	6,956	0,998	27,050	3,332	0,955	27,050	1,553	0,850				27,050	6,374	0,005	27,050	4,484	0,070	27,050	2,604	0,077	27,050	1,573	-0,864	27,050	1,017	-0,278
27,100	6,956	0,997	27,100	3,332	0,956	27,100	1,588	0,852				27,100	6,394	0,004	27,100	4,508	0,069	27,100	2,605	0,078	27,100	1,625	-0,865	27,100	1,018	-0,280
27,150	6,956	0,997	27,150	3,330	0,955	27,150	1,620	0,855				27,150	6,449	0,005	27,150	4,569	0,071	27,150	2,596	0,077	27,150	1,665	-0,864	27,150	1,018	-0,281
27,200	6,956	0,997	27,200	3,288	0,955	27,200	1,648	0,856				27,200	6,482	0,004	27,200	4,622	0,070	27,200	2,540	0,078	27,200	1,668	-0,865	27,200	1,018	-0,283
27,250	6,956	0,997	27,250	3,210	0,953	27,250	1,699	0,860				27,250	6,493	0,005	27,250	4,669	0,071	27,250	2,482	0,077	27,250	1,672	-0,864	27,250	1,018	-0,284
27,300	6,956	0,997	27,300	3,145	0,952	27,300	1,755	0,864				27,300	6,496	0,004	27,300	4,701	0,070	27,300	2,401	0,077	27,300	1,672	-0,865	27,300	1,019	-0,287
27,350	6,956	0,997	27,350	3,104	0,951	27,350	1,779	0,866				27,350	6,496	0,005	27,350	4,726	0,071	27,350	2,331	0,076	27,350	1,672	-0,864	27,350	1,019	-0,288
27,400	6,957	0,997	27,400	3,026	0,950	27,400	1,789	0,866				27,400	6,496	0,004	27,400	4,749	0,071	27,400	2,305	0,077	27,400	1,671	-0,865	27,400	1,020	-0,290
27,450	6,956	0,997	27,450	2,994	0,949	27,450	1,793	0,867				27,450	6,497	0,005	27,450	4,749	0,071	27,450	2,259	0,076	27,450	1,671	-0,864	27,450	1,019	-0,291
27,500	6,957	0,997	27,500	2,991	0,949	27,500	1,795	0,867				27,500	6,496	0,004	27,500	4,749	0,071	27,500	2,217	0,077	27,500	1,678	-0,865	27,500	1,019	-0,293
27,550	6,957	0,997	27,550	2,990	0,949	27,550	1,799	0,868				27,550	6,500	0,005	27,550	4,749	0,071	27,550	2,217	0,076	27,550	1,697	-0,864	27,550	1,019	-0,294
27,600	6,957	0,997	27,600	2,990	0,949	27,600	1,837	0,869				27,600	6,535	0,004	27,600	4,749	0,071	27,600	2,217	0,077	27,600	1,717	-0,865	27,600	1,020	-0,297
27,650	6,957	0,997	27,650	2,990	0,949	27,650	1,920	0,875				27,650	6,590	0,005	27,650	4,749	0,071	27,650	2,217	0,076	27,650	1,756	-0,864	27,650	1,020	-0,298
27,700	6,957	0,997	27,700	2,985	0,949	27,700	2,004	0,879				27,700	6,666	0,004	27,700	4,746	0,071	27,700	2,217	0,077	27,700	1,788	-0,865	27,700	1,020	-0,300
27,750	6,957	0,997	27,750	2,883	0,947	27,750	2,117	0,886				27,750	6,708	0,005	27,750	4,769	0,071	27,750	2,217	0,076	27,750	1,808	-0,865	27,750	1,020	-0,301
27,800	6,957	0,997	27,800	2,749	0,944	27,800	2,196	0,889				27,800	6,763	0,004	27,800	4,811	0,071	27,800	2,217	0,077	27,800	1,850	-0,865	27,800	1,020	-0,303
27,850	6,954	0,997	27,850	2,645	0,941	27,850	2,221	0,892				27,850	6,812	0,005	27,850	4,839	0,072	27,850	2,164	0,076	27,850	1,859	-0,865	27,850	1,019	-0,304
27,900	6,954	0,997	27,900	2,539	0,939	27,900	2,229	0,891				27,900	6,864	0,004	27,900	4,896	0,072	27,900	2,088	0,076	27,900	1,859	-0,865	27,900	1,020	-0,306
27,950	6,953	0,997	27,950	2,441	0,936	27,950	2,232	0,892				27,950	6,873	0,005	27,950	4,940	0,072	27,950	2,003	0,076	27,950	1,859	-0,865	27,950	1,019	-0,307
28,000	6,954	0,997	28,000	2,382	0,935	28,000	2,233	0,892				28,000	6,873	0,004	28,000	5,053	0,072	28,000	1,838	0,076	28,000	1,859	-0,865	28,000	1,019	-0,310
28,050	6,955	0,998	28,050	2,370	0,933	28,050	2,233	0,892				28,050	6,873	0,005	28,050	5,148	0,073	28,050	1,720	0,075	28,050	1,860	-0,865	28,050	1,019	-0,311
28,100	6,955	0,997	28,100	2,367	0,934	28,100	2,238	0,892				28,100	6,873	0,004	28,100	5,124	0,072	28,100	1,715	0,076	28,100	1,896	-0,865	28,100	1,020	-0,313
28,150	6,943	0,997	28,150	2,367	0,933	28,150	2,283	0,894				28,150	6,873	0,005	28,150	5,111	0,073	28,150	1,715	0,075	28,150	1,938	-0,865	28,150	1,020	-0,314
28,200	6,823	0,996	28,200	2,367	0,934	28,200	2,398	0,899				28,200	6,880	0,004	28,200	5,111	0,072	28,200	1,715	0,076	28,200	1,942	-0,866	28,200	1,020	-0,316
28,250	6,642	0,995	28,250	2,360	0,933	28,250	2,532	0,906				28,250	6,910	0,005	28,250	5,111	0,073	28,250	1,715	0,075	28,250	1,968	-0,865	28,250	1,021	-0,317
28,300	6,585	0,994	28,300	2,322	0,933	28,300	2,632	0,909				28,300	6,933	0,004	28,300	5,111	0,072	28,300	1,716	0,076	28,300	2,015	-0,866	28,300	1,021	-0,319
28,350	6,580	0,994	28,350	2,289	0,931	28,350	2,678	0,912				28,350	6,955	0,005	28,350	5,111	0,073	28,350	1,715	0,075	28,350	2,035	-0,865	28,350	1,021	-0,320
28,400	6,579	0,994	28,400	2,244	0,931	28,400	2,691	0,912				28,400	6,967	0,004	28,400	5,112	0,072	28,400	1,715	0,076	28,400	2,046	-0,866	28,400	1,022	-0,323
28,450	6,580	0,994	28,450	2,142	0,927	28,450	2,693	0,913				28,450	6,973	0,005	28,450	5,124	0,073	28,450	1,699	0,075	28,450	2,046	-0,865	28,450	1,025	-0,324
28,500	6,596	0,994	28,500	2,039	0,924	28,500	2,694	0,912				28,500	6,976	0,004	28,500	5,163	0,073	28,500	1,668	0,076	28,500	2,046	-0,866	28,500	1,026	-0,326
28,550	6,597	0,994	28,550	1,950	0,921	28,550	2,694	0,913				28,550	6,978	0,005	28,550	5,197	0,074	28,550	1,619	0,075	28,550	2,046	-0,865	28,550	1,026	-0,327
28,600	6,595	0,994	28,600	1,913	0,920	28,600	2,694	0,913				28,600	6,979	0,005	28,600	5,239	0,073	28,600	1,575	0,076	28,600	2,046	-0,866	28,600	1,027	-0,329
28,650	6,551	0,994	28,650	1,905	0,918	28,650	2,706	0,913				28,650	6,979	0,005	28,650	5,304	0,074	28,650	1,453	0,074	28,650	2,046	-0,865	28,650	1,027	-0,330
28,700	6,418	0,993	28,700	1,902	0,919	28,700	2,759	0,914				28,700	6,980	0,004	28,700	5,324	0,074	28,700	1,394	0,075	28,700	2,046	-0,866	28,700	1,027	-0,333
28,750	6,283	0,992	28,750	1,902	0,918	28,750	2,809	0,917				28,750	6,979	0,005	28,750	5,329	0,074	28,750	1,394	0,074	28,750	2,047	-0,865	28,750	1,027	-0,334
28,800	6,191	0,991	28,800	1,902	0,919	28,800	2,865	0,919				28,800	6,980	0,004	28,800	5,329	0,074	28,800	1,394	0,075	28,800	2,095	-0,866	28,800	1,027	-0,336
28,850	6,075	0,991	28,850	1,901	0,918	28,850	2,961	0,923				28,850	6,980	0,005	28,850	5,329	0,074	28,850	1,394	0,074	28,850	2,195	-0,866	28,850	1,027	-0,337
28,900	6,031	0,989	28,900	1,898	0,919	28,900	3,067	0,925				28,900	6,981	0,004	28,900	5,329	0,074	28,900	1,394	0,075	28,900	2,199	-0,866	28,900	1,027	-0,339
28,950	6,031	0,990	28,950	1,884	0,918	28,950	3,120	0,928				28,950	6,980	0,005	28,950	5,329	0,074	28,950	1,393	0,074	28,950	2,200	-0,865	28,950	1,026	-0,340
29,000	6,031	0,990	29,000	1,871	0,918	29,000	3,136	0,928				29,000	6,981	0,004	29,000	5,329	0,074	29,000	1,394	0,075	29,000	2,199	-0,866	29,000	1,027	-0,342
29,050	6,035	0,990	29,050	1,851	0,917	29,050	3,138	0,929				29,050	6,980	0,005	29,050	5,330	0,075	29,050	1,396	0,074	29,050	2,200	-0,865	29,050	1,026	-0,344
29,100	6,036	0,990	29,100	1,800	0,916	29,100	3,140	0,929				29,100	6,981	0,004	29,100	5,359	0,074	29,100	1,393	0,075	29,100	2,200	-0,866	29,100	1,026	-0,346
29,150	5,994	0,990	29,150	1,724	0,912	29,150	3,140	0,929				29,150	6,974	0,005	29,150	5,465	0,075	29,150	1,353	0,074	29,150	2,200	-0,865	29,150	1,026	-0,347
29,200	5,802	0,987	29,200	1,652	0,910	29,200	3,140	0,928				29,200	6,898	0,004	29,200	5,504	0,074	29,200	1,263	0,075	29,200	2,199	-0,866	29,200	1,027	-0,349
29,250	5,623	0,987	29,250	1,625	0,908	29,250	3,140	0,929				29,250	6,809	0,005	29,250	5,530	0,075	29,250	1,189	0,074	29,250	2,200	-0,865	29,250	1,027	-0,351
29,300	5,478	0,985	29,300	1,618	0,908	29,300	3,140	0,928				29,300	6,785	0,004	29,300	5,587	0,075	29,300	1,006	0,074	29,300	2,200	-0,866	29,300	1,028	-0,353
29,350	5,337	0,984	29,350	1,616	0,907	29,350	3,171	0,930				29,350	6,784	0,005	29,350	5,607	0,076	29,350	0,924	0,073	29,350	2,214	-0,865	29,350	1,031	-0,354
29,400	5,324	0,983	29,400	1,615	0,908	29,400	3,271	0,932				29,400	6,785	0,005	29,400	5,607	0,075	29,400	0,924	0,074	29,400	2,230	-0,866	29,400	1,030	-0,356
29,450	5,324	0,984	29,450	1,614	0,907	29,450	3,419	0,937				29,450	6,785	0,005	29,450	5,607	0,076	29,450	0,923	0,073	29,450	2,274	-0,865	29,450	1,030	-0,357
29,500	5,324	0,983	29,500	1,614	0,908	29,500	3,595	0,942				29,500	6,784	0,004	29,500	5,607	0,075	29,500	0,923	0,074	29,500	2,334	-0,866	29,500	1,030	-0,359
29,550	5,321	0,984	29,550	1,609	0,907	29,550	3,685	0,945				29,550	6,785	0,005	29,550	5,607	0,076	29,550	0,923	0,073	29,550	2,352	-0,865	29,550	1,031	-0,360
29,600	5,329	0,983	29,600	1,603	0,907	29,600	3,753	0,946				29,600	6,785	0,004	29,600	5,607	0,075	29,600	0,923	0,074	29,600	2,354	-0,866	29,600	1,031	-0,363
29,650	5,310	0,984	29,650	1,573	0,906	29,650	3,784	0,947				29,650	6,784	0,005	29,650	5,613	0,076	29,650	0,924	0,073	29,650	2,353	-0,866	29,650	1,031	-0,364
29,700	5,186	0,982	29,700	1,508	0,904	29,700	3,789	0,947				29,700	6,769	0,004	29,700	5,652	0,075	29,700	0,919	0,074	29,700	2,353	-0,866	29,700	1,031	-0,365
29,750	4,979	0,980	29,750	1,426	0,900	29,750	3,790	0,948				29,750	6,647	0,005	29,750	5,708	0,076	29,750	0,858	0,073	29,750	2,353	-0,865	29,750	1,031	-0,367
29,800	4,830	0,979	29,800	1,374	0,898	29,800	3,789	0,947				29,800	6,502	0,004	29,800	5,799	0,076	29,800	0,806	0,074	29,800	2,354	-0,866	29,800	1,031	-0,368
29,850	4,673	0,977	29,850	1,339	0,895	29,850	3,789	0,948				29,850	6,447	0,005	29,850	5,875	0,077	29,850	0,774	0,073	29,850	2,354	-0,865	29,850	1,031	-0,369
29,900	4,573	0,976	29,900	1,327	0,895	29,900	3,831	0,948				29,900	6,409	0,005	29,900	5,894	0,077	29,900	0,737	0,073	29,900	2,390	-0,866	29,900	1,032	-0,371
29,950	4,568	0,976	29,950	1,323	0,894	29,950	3,959	0,951				29,950	6,358	0,005	29,950	5,943	0,077	29,950	0,697	0,073	29,950	2,468	-0,866	29,950	1,032	-0,372
30,000	4,568	0,976	30,000	1,321	0,894	30,000	4,060	0,953				30,000	6,265	0,005	30,000	5,957	0,077	30,000	0,626	0,073	30,000	2,487	-0,866	30,000	1,033	-0,374
30,050	4,568	0,976	30,050	1,320	0,894	30,050	4,145	0,956				30,050	6,089	0,005	30,050	5,956	0,077	30,050	0,546	0,072	30,050	2,537	-0,865	30,050	1,033	-0,375
30,100	4,573	0,976	30,100	1,320	0,895	30,100	4,200	0,956				30,100	5,999	0,004	30,100	5,957	0,077	30,100	0,513	0,073	30,100	2,611	-0,866	30,100	1,034	-0,377
30,150	4,580	0,976	30,150	1,319	0,894	30,150	4,250	0,958				30,150	5,995	0,005	30,150	5,957	0,078	30,150	0,507	0,072	30,150	2,635	-0,866	30,150	1,034	-0,378
30,200	4,561	0,975	30,200	1,296	0,894	30,200	4,290	0,958				30,200	5,995	0,004	30,200	5,957	0,077	30,200	0,507	0,073	30,200	2,635	-0,866	30,200	1,035	-0,379
30,250	4,424	0,974	30,250	1,252	0,891	30,250	4,293	0,959				30,250	5,995	0,005	30,250	5,958	0,078	30,250	0,507	0,072	30,250	2,635	-0,866	30,250	1,035	-0,381
30,300	4,244	0,972	30,300	1,198	0,889	30,300	4,294	0,958				30,300	5,995	0,004	30,300	5,961	0,077	30,300	0,508	0,073	30,300	2,635	-0,866	30,300	1,036	-0,382
30,350	4,047	0,969	30,350	1,138	0,885	30,350	4,294	0,959				30,350	5,991	0,005	30,350	5,996	0,078	30,350	0,497	0,072	30,350	2,635	-0,866	30,350	1,037	-0,383
30,400	3,801	0,966	30,400	1,077	0,883	30,400	4,294	0,958				30,400	5,939	0,004	30,400	6,073	0,077	30,400	0,454	0,073	30,400	2,647	-0,867	30,400	1,039	-0,384
30,450	3,751	0,965	30,450	1,046	0,880	30,450	4,303	0,959				30,450	5,863	0,005	30,450	6,116	0,078	30,450	0,382	0,072	30,450	2,712	-0,866	30,450	1,040	-0,385
30,500	3,750	0,965	30,500	1,023	0,879	30,500	4,390	0,960				30,500	5,788	0,004	30,500	6,148	0,078	30,500	0,342	0,072	30,500	2,773	-0,867	30,500	1,041	-0,387
30,550	3,749	0,965	30,550	1,014	0,878	30,550	4,545	0,964				30,550	5,668	0,005	30,550	6,183	0,078	30,550	0,286	0,072	30,550	2,779	-0,866	30,550	1,041	-0,388
30,600	3,749	0,964	30,600	1,011	0,878	30,600	4,609	0,964				30,600	5,579	0,004	30,600	6,214	0,079	30,600	0,205	0,072	30,600	2,792	-0,867	30,600	1,042	-0,390
30,650	3,750	0,965	30,650	1,009	0,878	30,650	4,650	0,966				30,650	5,529	0,005	30,650	6,295	0,079	30,650	0,113	0,071	30,650	2,828	-0,866	30,650	1,051	-0,390
30,700	3,726	0,964	30,700	1,009	0,878	30,700	4,708	0,966				30,700	5,500	0,004	30,700	6,394	0,079	30,700	0,029	0,071	30,700	2,834	-0,867	30,700	1,052	-0,393
30,750	3,606	0,963	30,750	1,005	0,877	30,750	4,719	0,967				30,750	5,499	0,005	30,750	6,402	0,079	30,750	0,006	0,071	30,750	2,835	-0,866	30,750	1,052	-0,393
30,800	3,397	0,959	30,800	1,004	0,878	30,800	4,720	0,966				30,800	5,499	0,004	30,800	6,402	0,079	30,800	5,194E-4	0,071	30,800	2,834	-0,867	30,800	1,053	-0,395
30,850	3,095	0,954	30,850	0,983	0,876	30,850	4,720	0,967				30,850	5,499	0,005	30,850	6,402	0,079	30,850	1,031E-4	0,071	30,850	2,834	-0,866	30,850	1,053	-0,396
30,900	2,905	0,949	30,900	0,948	0,875	30,900	4,720	0,966				30,900	5,499	0,004	30,900	6,402	0,079	30,900	-4,718E-4	0,071	30,900	2,835	-0,866	30,900	1,053	-0,398
30,950	2,877	0,949	30,950	0,906	0,872	30,950	4,721	0,967				30,950	5,499	0,005	30,950	6,402	0,080	30,950	-7,025E-4	0,071	30,950	2,835	-0,866	30,950	1,052	-0,399
31,000	2,874	0,949	31,000	0,847	0,869	31,000	4,723	0,966				31,000	5,497	0,004	31,000	6,402	0,079	31,000	-6,281E-4	0,071	31,000	2,849	-0,867	31,000	1,052	-0,401
31,050	2,873	0,949	31,050	0,807	0,865	31,050	4,785	0,968				31,050	5,440	0,005	31,050	6,402	0,080	31,050	-4,865E-4	0,071	31,050	2,885	-0,866	31,050	1,052	-0,402
31,100	2,873	0,948	31,100	0,792	0,865	31,100	4,951	0,970				31,100	5,366	0,004	31,100	6,415	0,080	31,100	-3,290E-4	0,072	31,100	2,913	-0,867	31,100	1,053	-0,404
