Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13
7,540	1,838	0,136	7,540	2,051	0,124	7,540	2,066	0,135	7,540	2,155	0,117	7,540	2,140	0,576	7,540	2,136	0,374	7,540	2,125	0,389	7,540	2,170	0,193	7,540	2,125	0,217	7,540	2,072	0,221	7,540	2,072	0,142	7,540	2,091	0,370	7,540	2,114	0,344
7,560	1,844	0,136	7,560	2,057	0,124	7,560	2,072	0,135	7,560	2,160	0,114	7,560	2,146	0,563	7,560	2,142	0,366	7,560	2,131	0,382	7,560	2,176	0,190	7,560	2,131	0,215	7,560	2,078	0,219	7,560	2,078	0,142	7,560	2,097	0,364	7,560	2,121	0,340
7,580	1,850	0,136	7,580	2,063	0,124	7,580	2,077	0,134	7,580	2,166	0,115	7,580	2,151	0,550	7,580	2,148	0,359	7,580	2,137	0,375	7,580	2,181	0,188	7,580	2,137	0,211	7,580	2,084	0,216	7,580	2,084	0,141	7,580	2,103	0,359	7,580	2,126	0,333
7,600	1,856	0,137	7,600	2,069	0,123	7,600	2,083	0,134	7,600	2,172	0,114	7,600	2,157	0,537	7,600	2,154	0,352	7,600	2,143	0,367	7,600	2,187	0,185	7,600	2,143	0,208	7,600	2,089	0,214	7,600	2,090	0,139	7,600	2,108	0,352	7,600	2,132	0,327
7,620	1,862	0,136	7,620	2,074	0,122	7,620	2,089	0,133	7,620	2,178	0,112	7,620	2,163	0,525	7,620	2,159	0,344	7,620	2,149	0,360	7,620	2,192	0,181	7,620	2,149	0,248	7,620	2,096	0,212	7,620	2,096	0,139	7,620	2,114	0,347	7,620	2,138	0,322
7,640	1,867	0,136	7,640	2,080	0,122	7,640	2,096	0,133	7,640	2,183	0,114	7,640	2,168	0,512	7,640	2,165	0,337	7,640	2,154	0,353	7,640	2,198	0,178	7,640	2,154	0,209	7,640	2,101	0,210	7,640	2,101	0,138	7,640	2,120	0,341	7,640	2,143	0,314
7,660	1,873	0,137	7,660	2,086	0,121	7,660	2,102	0,133	7,660	2,189	0,111	7,660	2,175	0,499	7,660	2,171	0,330	7,660	2,160	0,345	7,660	2,204	0,176	7,660	2,160	0,201	7,660	2,107	0,207	7,660	2,107	0,137	7,660	2,126	0,335	7,660	2,150	0,309
7,680	1,879	0,137	7,680	2,093	0,121	7,680	2,107	0,132	7,680	2,195	0,111	7,680	2,181	0,487	7,680	2,177	0,323	7,680	2,166	0,338	7,680	2,210	0,173	7,680	2,166	0,197	7,680	2,113	0,204	7,680	2,113	0,137	7,680	2,132	0,329	7,680	2,156	0,304
7,700	1,885	0,137	7,700	2,098	0,120	7,700	2,112	0,131	7,700	2,200	0,112	7,700	2,185	0,473	7,700	2,183	0,325	7,700	2,172	0,331	7,700	2,216	0,170	7,700	2,172	0,195	7,700	2,119	0,202	7,700	2,120	0,136	7,700	2,138	0,323	7,700	2,162	0,297
7,720	1,890	0,138	7,720	2,103	0,120	7,720	2,119	0,131	7,720	2,206	0,109	7,720	2,191	0,461	7,720	2,189	0,313	7,720	2,178	0,324	7,720	2,222	0,167	7,720	2,177	0,191	7,720	2,125	0,199	7,720	2,125	0,135	7,720	2,144	0,317	7,720	2,168	0,292
7,740	1,896	0,137	7,740	2,109	0,120	7,740	2,124	0,130	7,740	2,212	0,111	7,740	2,197	0,448	7,740	2,194	0,302	7,740	2,183	0,317	7,740	2,228	0,164	7,740	2,184	0,188	7,740	2,130	0,197	7,740	2,131	0,134	7,740	2,150	0,312	7,740	2,173	0,285
7,760	1,902	0,138	7,760	2,116	0,119	7,760	2,131	0,129	7,760	2,218	0,109	7,760	2,203	0,411	7,760	2,200	0,295	7,760	2,189	0,309	7,760	2,233	0,161	7,760	2,189	0,186	7,760	2,136	0,194	7,760	2,137	0,133	7,760	2,156	0,306	7,760	2,179	0,280
7,780	1,908	0,138	7,780	2,122	0,119	7,780	2,136	0,128	7,780	2,224	0,107	7,780	2,209	0,419	7,780	2,205	0,287	7,780	2,194	0,302	7,780	2,239	0,158	7,780	2,195	0,183	7,780	2,142	0,192	7,780	2,142	0,132	7,780	2,161	0,299	7,780	2,185	0,274
7,800	1,914	0,138	7,800	2,128	0,118	7,800	2,142	0,128	7,800	2,230	0,109	7,800	2,215	0,411	7,800	2,211	0,279	7,800	2,201	0,296	7,800	2,245	0,156	7,800	2,200	0,179	7,800	2,148	0,190	7,800	2,148	0,131	7,800	2,167	0,294	7,800	2,191	0,268
7,820	1,920	0,138	7,820	2,134	0,118	7,820	2,148	0,127	7,820	2,235	0,106	7,820	2,220	0,398	7,820	2,217	0,273	7,820	2,206	0,288	7,820	2,251	0,153	7,820	2,206	0,176	7,820	2,154	0,187	7,820	2,154	0,130	7,820	2,173	0,288	7,820	2,196	0,262
7,840	1,925	0,138	7,840	2,139	0,117	7,840	2,154	0,127	7,840	2,241	0,106	7,840	2,227	0,386	7,840	2,223	0,266	7,840	2,212	0,281	7,840	2,257	0,150	7,840	2,212	0,173	7,840	2,159	0,184	7,840	2,160	0,130	7,840	2,179	0,229	7,840	2,202	0,257
7,860	1,931	0,138	7,860	2,145	0,117	7,860	2,160	0,126	7,860	2,247	0,107	7,860	2,232	0,374	7,860	2,229	0,259	7,860	2,218	0,274	7,860	2,263	0,147	7,860	2,218	0,170	7,860	2,165	0,182	7,860	2,166	0,129	7,860	2,184	0,265	7,860	2,207	0,251
7,880	1,937	0,137	7,880	2,151	0,116	7,880	2,165	0,126	7,880	2,253	0,104	7,880	2,238	0,361	7,880	2,235	0,251	7,880	2,223	0,267	7,880	2,268	0,143	7,880	2,224	0,168	7,880	2,171	0,179	7,880	2,172	0,128	7,880	2,190	0,268	7,880	2,213	0,245
7,900	1,943	0,138	7,900	2,157	0,116	7,900	2,172	0,125	7,900	2,259	0,106	7,900	2,244	0,348	7,900	2,241	0,244	7,900	2,230	0,260	7,900	2,275	0,141	7,900	2,230	0,164	7,900	2,177	0,177	7,900	2,178	0,127	7,900	2,196	0,264	7,900	2,219	0,239
7,920	1,949	0,138	7,920	2,163	0,115	7,920	2,177	0,124	7,920	2,265	0,104	7,920	2,249	0,335	7,920	2,247	0,237	7,920	2,235	0,253	7,920	2,280	0,137	7,920	2,236	0,162	7,920	2,183	0,174	7,920	2,183	0,125	7,920	2,202	0,258	7,920	2,225	0,233
7,940	1,955	0,138	7,940	2,169	0,115	7,940	2,183	0,124	7,940	2,271	0,102	7,940	2,256	0,323	7,940	2,252	0,229	7,940	2,241	0,245	7,940	2,286	0,134	7,940	2,242	0,159	7,940	2,188	0,171	7,940	2,189	0,125	7,940	2,207	0,252	7,940	2,232	0,229
7,960	1,961	0,137	7,960	2,174	0,113	7,960	2,188	0,123	7,960	2,277	0,104	7,960	2,261	0,310	7,960	2,259	0,222	7,960	2,247	0,238	7,960	2,292	0,131	7,960	2,247	0,155	7,960	2,194	0,169	7,960	2,195	0,124	7,960	2,213	0,246	7,960	2,237	0,221
7,980	1,966	0,137	7,980	2,180	0,113	7,980	2,194	0,123	7,980	2,282	0,101	7,980	2,268	0,298	7,980	2,265	0,216	7,980	2,253	0,231	7,980	2,298	0,128	7,980	2,254	0,145	7,980	2,200	0,166	7,980	2,200	0,123	7,980	2,219	0,240	7,980	2,243	0,216
8,000	1,972	0,137	8,000	2,186	0,113	8,000	2,200	0,122	8,000	2,289	0,101	8,000	2,273	0,285	8,000	2,270	0,208	8,000	2,259	0,223	8,000	2,304	0,124	8,000	2,259	0,146	8,000	2,205	0,164	8,000	2,206	0,123	8,000	2,225	0,235	8,000	2,249	0,210
8,020	1,978	0,137	8,020	2,191	0,112	8,020	2,206	0,122	8,020	2,294	0,101	8,020	2,279	0,272	8,020	2,276	0,200	8,020	2,265	0,217	8,020	2,310	0,121	8,020	2,265	0,146	8,020	2,211	0,162	8,020	2,212	0,121	8,020	2,231	0,229	8,020	2,255	0,204
8,040	1,984	0,136	8,040	2,197	0,112	8,040	2,211	0,121	8,040	2,300	0,098	8,040	2,285	0,259	8,040	2,282	0,193	8,040	2,271	0,210	8,040	2,315	0,117	8,040	2,271	0,143	8,040	2,217	0,159	8,040	2,218	0,121	8,040	2,236	0,223	8,040	2,260	0,198
8,060	1,990	0,136	8,060	2,203	0,111	8,060	2,217	0,120	8,060	2,306	0,100	8,060	2,291	0,246	8,060	2,288	0,177	8,060	2,276	0,210	8,060	2,321	0,114	8,060	2,276	0,139	8,060	2,223	0,156	8,060	2,224	0,120	8,060	2,242	0,217	8,060	2,266	0,192
8,080	1,996	0,136	8,080	2,209	0,110	8,080	2,223	0,120	8,080	2,312	0,098	8,080	2,297	0,233	8,080	2,293	0,164	8,080	2,282	0,198	8,080	2,327	0,111	8,080	2,282	0,137	8,080	2,229	0,154	8,080	2,229	0,118	8,080	2,248	0,211	8,080	2,272	0,187
8,100	2,002	0,136	8,100	2,214	0,110	8,100	2,229	0,119	8,100	2,318	0,096	8,100	2,303	0,220	8,100	2,299	0,168	8,100	2,288	0,187	8,100	2,334	0,108	8,100	2,288	0,133	8,100	2,235	0,151	8,100	2,235	0,117	8,100	2,254	0,205	8,100	2,278	0,180
8,120	2,007	0,135	8,120	2,220	0,109	8,120	2,235	0,119	8,120	2,324	0,098	8,120	2,309	0,191	8,120	2,305	0,162	8,120	2,294	0,180	8,120	2,339	0,104	8,120	2,294	0,130	8,120	2,241	0,149	8,120	2,241	0,116	8,120	2,260	0,200	8,120	2,284	0,174
8,140	2,013	0,135	8,140	2,227	0,109	8,140	2,241	0,118	8,140	2,329	0,094	8,140	2,314	0,187	8,140	2,311	0,155	8,140	2,300	0,172	8,140	2,345	0,101	8,140	2,300	0,127	8,140	2,247	0,146	8,140	2,247	0,115	8,140	2,267	0,194	8,140	2,290	0,168
8,160	2,019	0,134	8,160	2,232	0,108	8,160	2,247	0,117	8,160	2,335	0,095	8,160	2,320	0,180	8,160	2,317	0,147	8,160	2,306	0,164	8,160	2,351	0,098	8,160	2,306	0,124	8,160	2,252	0,144	8,160	2,253	0,115	8,160	2,272	0,188	8,160	2,296	0,162
8,180	2,025	0,134	8,180	2,238	0,107	8,180	2,252	0,117	8,180	2,341	0,094	8,180	2,326	0,168	8,180	2,323	0,139	8,180	2,312	0,157	8,180	2,357	0,094	8,180	2,311	0,120	8,180	2,258	0,141	8,180	2,259	0,113	8,180	2,278	0,182	8,180	2,302	0,156
8,200	2,031	0,133	8,200	2,244	0,107	8,200	2,258	0,116	8,200	2,347	0,091	8,200	2,332	0,154	8,200	2,329	0,132	8,200	2,317	0,149	8,200	2,363	0,091	8,200	2,317	0,117	8,200	2,264	0,138	8,200	2,265	0,113	8,200	2,283	0,195	8,200	2,307	0,150
8,220	2,037	0,133	8,220	2,250	0,106	8,220	2,264	0,115	8,220	2,353	0,093	8,220	2,338	0,142	8,220	2,335	0,124	8,220	2,323	0,142	8,220	2,368	0,087	8,220	2,323	0,113	8,220	2,270	0,136	8,220	2,270	0,111	8,220	2,289	0,184	8,220	2,313	0,143
8,240	2,043	0,132	8,240	2,256	0,106	8,240	2,270	0,115	8,240	2,358	0,090	8,240	2,343	0,129	8,240	2,340	0,117	8,240	2,329	0,134	8,240	2,374	0,083	8,240	2,329	0,110	8,240	2,276	0,133	8,240	2,276	0,110	8,240	2,295	0,165	8,240	2,319	0,137
8,260	2,049	0,132	8,260	2,261	0,105	8,260	2,276	0,115	8,260	2,364	0,089	8,260	2,350	0,117	8,260	2,346	0,109	8,260	2,335	0,127	8,260	2,380	0,080	8,260	2,335	0,107	8,260	2,282	0,130	8,260	2,282	0,110	8,260	2,301	0,158	8,260	2,325	0,131
8,280	2,054	0,132	8,280	2,268	0,105	8,280	2,282	0,113	8,280	2,370	0,090	8,280	2,355	0,105	8,280	2,352	0,101	8,280	2,341	0,119	8,280	2,386	0,076	8,280	2,341	0,103	8,280	2,288	0,128	8,280	2,288	0,108	8,280	2,307	0,151	8,280	2,331	0,125
8,300	2,060	0,131	8,300	2,273	0,103	8,300	2,288	0,113	8,300	2,376	0,087	8,300	2,361	0,092	8,300	2,358	0,093	8,300	2,347	0,111	8,300	2,392	0,073	8,300	2,347	0,100	8,300	2,294	0,125	8,300	2,294	0,107	8,300	2,312	0,145	8,300	2,337	0,119
8,320	2,066	0,131	8,320	2,279	0,103	8,320	2,294	0,113	8,320	2,382	0,087	8,320	2,367	0,080	8,320	2,364	0,086	8,320	2,353	0,104	8,320	2,398	0,070	8,320	2,353	0,096	8,320	2,299	0,122	8,320	2,299	0,106	8,320	2,318	0,138	8,320	2,342	0,112
8,340	2,072	0,130	8,340	2,285	0,102	8,340	2,299	0,111	8,340	2,388	0,087	8,340	2,373	0,069	8,340	2,370	0,079	8,340	2,358	0,096	8,340	2,404	0,066	8,340	2,359	0,093	8,340	2,305	0,119	8,340	2,306	0,105	8,340	2,324	0,132	8,340	2,348	0,106
8,360	2,078	0,130	8,360	2,291	0,101	8,360	2,305	0,110	8,360	2,394	0,084	8,360	2,378	0,057	8,360	2,376	0,072	8,360	2,364	0,089	8,360	2,409	0,063	8,360	2,364	0,089	8,360	2,311	0,116	8,360	2,311	0,104	8,360	2,330	0,126	8,360	2,354	0,100
8,380	2,084	0,129	8,380	2,296	0,100	8,380	2,311	0,110	8,380	2,399	0,085	8,380	2,385	0,047	8,380	2,382	0,065	8,380	2,370	0,081	8,380	2,415	0,060	8,380	2,370	0,085	8,380	2,317	0,113	8,380	2,317	0,102	8,380	2,336	0,120	8,380	2,360	0,093
8,400	2,089	0,128	8,400	2,302	0,099	8,400	2,317	0,109	8,400	2,405	0,082	8,400	2,391	0,037	8,400	2,387	0,057	8,400	2,376	0,075	8,400	2,421	0,056	8,400	2,376	0,083	8,400	2,322	0,110	8,400	2,323	0,101	8,400	2,342	0,113	8,400	2,366	0,087
8,420	2,095	0,128	8,420	2,308	0,099	8,420	2,323	0,108	8,420	2,412	0,082	8,420	2,397	0,028	8,420	2,393	0,051	8,420	2,382	0,064	8,420	2,427	0,053	8,420	2,382	0,079	8,420	2,329	0,108	8,420	2,329	0,100	8,420	2,348	0,107	8,420	2,372	0,081
8,440	2,101	0,127	8,440	2,314	0,098	8,440	2,329	0,108	8,440	2,417	0,083	8,440	2,402	0,019	8,440	2,399	0,059	8,440	2,388	0,052	8,440	2,433	0,050	8,440	2,387	0,075	8,440	2,335	0,104	8,440	2,335	0,098	8,440	2,354	0,101	8,440	2,377	0,075
8,460	2,107	0,127	8,460	2,320	0,098	8,460	2,334	0,106	8,460	2,423	0,079	8,460	2,408	0,011	8,460	2,405	0,040	8,460	2,394	0,053	8,460	2,439	0,047	8,460	2,393	0,072	8,460	2,340	0,101	8,460	2,340	0,097	8,460	2,359	0,095	8,460	2,383	0,069
8,480	2,113	0,126	8,480	2,326	0,097	8,480	2,340	0,106	8,480	2,429	0,080	8,480	2,414	-0,004	8,480	2,411	0,032	8,480	2,399	0,047	8,480	2,444	0,044	8,480	2,399	0,069	8,480	2,346	0,098	8,480	2,346	0,096	8,480	2,366	0,089	8,480	2,389	0,063
8,500	2,119	0,126	8,500	2,332	0,096	8,500	2,346	0,105	8,500	2,435	0,079	8,500	2,420	-0,012	8,500	2,417	0,026	8,500	2,405	0,041	8,500	2,450	0,041	8,500	2,405	0,066	8,500	2,352	0,095	8,500	2,352	0,094	8,500	2,372	0,083	8,500	2,395	0,058
8,520	2,125	0,125	8,520	2,337	0,095	8,520	2,352	0,104	8,520	2,440	0,076	8,520	2,426	-0,011	8,520	2,423	0,021	8,520	2,411	0,035	8,520	2,456	0,038	8,520	2,411	0,063	8,520	2,358	0,092	8,520	2,358	0,094	8,520	2,377	0,077	8,520	2,401	0,052
8,540	2,130	0,124	8,540	2,343	0,094	8,540	2,358	0,103	8,540	2,447	0,078	8,540	2,431	-0,017	8,540	2,428	0,015	8,540	2,418	0,029	8,540	2,462	0,035	8,540	2,417	0,058	8,540	2,364	0,089	8,540	2,363	0,091	8,540	2,383	0,070	8,540	2,407	0,046
8,560	2,137	0,125	8,560	2,350	0,094	8,560	2,363	0,102	8,560	2,452	0,075	8,560	2,437	-0,022	8,560	2,434	0,010	8,560	2,423	0,023	8,560	2,468	0,033	8,560	2,423	0,055	8,560	2,370	0,086	8,560	2,369	0,090	8,560	2,389	0,063	8,560	2,413	0,041
8,580	2,142	0,124	8,580	2,355	0,092	8,580	2,370	0,102	8,580	2,458	0,075	8,580	2,443	-0,028	8,580	2,440	0,006	8,580	2,429	0,018	8,580	2,474	0,030	8,580	2,429	0,052	8,580	2,375	0,082	8,580	2,376	0,090	8,580	2,395	0,023	8,580	2,418	0,036
8,600	2,148	0,123	8,600	2,362	0,092	8,600	2,375	0,100	8,600	2,464	0,075	8,600	2,449	-0,032	8,600	2,446	4,065E-4	8,600	2,435	0,013	8,600	2,480	0,027	8,600	2,434	0,048	8,600	2,381	0,079	8,600	2,381	0,087	8,600	2,400	0,049	8,600	2,424	0,030
8,620	2,154	0,122	8,620	2,367	0,091	8,620	2,381	0,099	8,620	2,470	0,071	8,620	2,455	-0,037	8,620	2,452	-0,004	8,620	2,441	0,009	8,620	2,485	0,024	8,620	2,441	0,046	8,620	2,387	0,076	8,620	2,387	0,087	8,620	2,406	0,046	8,620	2,430	0,026
8,640	2,160	0,122	8,640	2,373	0,090	8,640	2,387	0,099	8,640	2,476	0,073	8,640	2,461	-0,041	8,640	2,457	-0,008	8,640	2,446	0,003	8,640	2,491	0,022	8,640	2,446	0,042	8,640	2,393	0,073	8,640	2,393	0,085	8,640	2,412	0,042	8,640	2,436	0,021
8,660	2,165	0,121	8,660	2,379	0,089	8,660	2,393	0,098	8,660	2,481	0,071	8,660	2,466	-0,045	8,660	2,463	-0,012	8,660	2,452	-6,201E-4	8,660	2,497	0,020	8,660	2,452	0,038	8,660	2,399	0,071	8,660	2,399	0,084	8,660	2,418	0,037	8,660	2,442	0,017
8,680	2,171	0,120	8,680	2,385	0,088	8,680	2,398	0,097	8,680	2,487	0,069	8,680	2,473	-0,049	8,680	2,469	-0,016	8,680	2,458	-0,005	8,680	2,502	0,017	8,680	2,458	0,037	8,680	2,405	0,067	8,680	2,404	0,082	8,680	2,424	0,032	8,680	2,448	0,013
8,700	2,177	0,120	8,700	2,390	0,087	8,700	2,405	0,096	8,700	2,493	0,070	8,700	2,478	-0,053	8,700	2,475	-0,019	8,700	2,464	-0,008	8,700	2,509	0,015	8,700	2,464	0,034	8,700	2,411	0,064	8,700	2,410	0,081	8,700	2,430	0,027	8,700	2,453	0,009
8,720	2,183	0,120	8,720	2,396	0,086	8,720	2,411	0,096	8,720	2,499	0,067	8,720	2,484	-0,056	8,720	2,481	-0,022	8,720	2,470	-0,013	8,720	2,515	0,013	8,720	2,469	0,022	8,720	2,416	0,061	8,720	2,416	0,079	8,720	2,435	0,022	8,720	2,459	0,005
8,740	2,189	0,119	8,740	2,402	0,085	8,740	2,416	0,094	8,740	2,505	0,067	8,740	2,490	-0,059	8,740	2,487	-0,026	8,740	2,476	-0,016	8,740	2,521	0,011	8,740	2,475	0,028	8,740	2,422	0,058	8,740	2,423	0,079	8,740	2,441	0,018	8,740	2,465	0,002
8,760	2,194	0,118	8,760	2,408	0,084	8,760	2,422	0,094	8,760	2,510	0,067	8,760	2,496	-0,062	8,760	2,492	-0,029	8,760	2,482	-0,019	8,760	2,526	0,009	8,760	2,481	0,025	8,760	2,428	0,055	8,760	2,428	0,077	8,760	2,447	0,014	8,760	2,471	-0,002
8,780	2,200	0,118	8,780	2,414	0,083	8,780	2,428	0,093	8,780	2,517	0,065	8,780	2,502	-0,065	8,780	2,499	-0,031	8,780	2,487	-0,023	8,780	2,532	0,007	8,780	2,487	0,023	8,780	2,434	0,053	8,780	2,434	0,076	8,780	2,453	0,010	8,780	2,477	-0,005
8,800	2,206	0,118	8,800	2,420	0,082	8,800	2,434	0,092	8,800	2,522	0,066	8,800	2,508	-0,067	8,800	2,504	-0,053	8,800	2,493	-0,003	8,800	2,538	0,005	8,800	2,493	0,021	8,800	2,440	0,050	8,800	2,440	0,074	8,800	2,459	0,006	8,800	2,483	-0,008
8,820	2,212	0,117	8,820	2,426	0,082	8,820	2,440	0,091	8,820	2,528	0,063	8,820	2,513	-0,070	8,820	2,510	-0,038	8,820	2,499	-0,028	8,820	2,544	0,003	8,820	2,499	0,018	8,820	2,445	0,047	8,820	2,446	0,073	8,820	2,465	0,002	8,820	2,489	-0,011
8,840	2,217	0,116	8,840	2,431	0,081	8,840	2,445	0,090	8,840	2,534	0,062	8,840	2,519	-0,072	8,840	2,516	-0,039	8,840	2,505	-0,031	8,840	2,550	0,001	8,840	2,504	0,017	8,840	2,452	0,045	8,840	2,451	0,072	8,840	2,471	-7,886E-4	8,840	2,494	-0,015
8,860	2,223	0,115	8,860	2,437	0,080	8,860	2,452	0,090	8,860	2,540	0,064	8,860	2,525	-0,078	8,860	2,522	-0,041	8,860	2,511	-0,034	8,860	2,555	-5,261E-4	8,860	2,510	0,014	8,860	2,457	0,042	8,860	2,458	0,070	8,860	2,476	-0,004	8,860	2,500	-0,017
8,880	2,229	0,115	8,880	2,443	0,079	8,880	2,457	0,089	8,880	2,545	0,060	8,880	2,531	-0,077	8,880	2,528	-0,044	8,880	2,516	-0,037	8,880	2,561	-0,002	8,880	2,516	0,012	8,880	2,464	0,040	8,880	2,463	0,069	8,880	2,482	-0,008	8,880	2,506	-0,019
8,900	2,235	0,114	8,900	2,449	0,077	8,900	2,463	0,088	8,900	2,551	0,061	8,900	2,537	-0,078	8,900	2,534	-0,046	8,900	2,522	-0,039	8,900	2,566	-0,004	8,900	2,522	0,011	8,900	2,469	0,037	8,900	2,469	0,068	8,900	2,488	-0,011	8,900	2,512	-0,023
8,920	2,241	0,114	8,920	2,455	0,076	8,920	2,469	0,088	8,920	2,557	0,060	8,920	2,542	-0,080	8,920	2,539	-0,048	8,920	2,528	-0,041	8,920	2,573	-0,006	8,920	2,528	0,008	8,920	2,475	0,034	8,920	2,475	0,067	8,920	2,494	-0,014	8,920	2,517	-0,025
8,940	2,247	0,113	8,940	2,461	0,076	8,940	2,475	0,087	8,940	2,563	0,058	8,940	2,548	-0,082	8,940	2,545	-0,049	8,940	2,534	-0,043	8,940	2,578	-0,007	8,940	2,534	0,007	8,940	2,481	0,032	8,940	2,481	0,066	8,940	2,500	-0,016	8,940	2,523	-0,027
8,960	2,253	0,113	8,960	2,467	0,075	8,960	2,481	0,087	8,960	2,569	0,060	8,960	2,554	-0,083	8,960	2,551	-0,051	8,960	2,540	-0,045	8,960	2,584	-0,008	8,960	2,539	0,004	8,960	2,487	0,030	8,960	2,486	0,064	8,960	2,506	-0,019	8,960	2,529	-0,029
8,980	2,259	0,112	8,980	2,473	0,074	8,980	2,486	0,087	8,980	2,575	0,057	8,980	2,560	-0,084	8,980	2,557	-0,053	8,980	2,546	-0,048	8,980	2,590	-0,010	8,980	2,546	0,002	8,980	2,492	0,028	8,980	2,492	0,063	8,980	2,511	-0,022	8,980	2,535	-0,031
9,000	2,264	0,111	9,000	2,478	0,073	9,000	2,492	0,088	9,000	2,581	0,057	9,000	2,566	-0,086	9,000	2,563	-0,055	9,000	2,552	-0,049	9,000	2,596	-0,011	9,000	2,551	0,001	9,000	2,498	0,025	9,000	2,499	0,062	9,000	2,517	-0,024	9,000	2,541	-0,033
9,020	2,270	0,111	9,020	2,484	0,073	9,020	2,498	0,090	9,020	2,587	0,058	9,020	2,572	-0,087	9,020	2,568	-0,057	9,020	2,557	-0,051	9,020	2,602	-0,012	9,020	2,557	-0,002	9,020	2,504	0,023	9,020	2,503	0,060	9,020	2,523	-0,026	9,020	2,547	-0,035
9,040	2,276	0,110	9,040	2,490	0,072	9,040	2,504	0,092	9,040	2,593	0,055	9,040	2,578	-0,089	9,040	2,575	-0,057	9,040	2,563	-0,053	9,040	2,608	-0,013	9,040	2,563	-0,003	9,040	2,510	0,021	9,040	2,510	0,060	9,040	2,529	-0,029	9,040	2,553	-0,037
9,060	2,282	0,109	9,060	2,495	0,071	9,060	2,510	0,095	9,060	2,598	0,056	9,060	2,583	-0,090	9,060	2,580	-0,058	9,060	2,569	-0,054	9,060	2,614	-0,014	9,060	2,569	-0,004	9,060	2,515	0,018	9,060	2,516	0,059	9,060	2,535	-0,031	9,060	2,559	-0,039
9,080	2,288	0,109	9,080	2,502	0,070	9,080	2,516	0,099	9,080	2,604	0,054	9,080	2,589	-0,092	9,080	2,586	-0,061	9,080	2,575	-0,056	9,080	2,620	-0,015	9,080	2,574	-0,019	9,080	2,522	0,017	9,080	2,521	0,057	9,080	2,541	-0,033	9,080	2,564	-0,041
9,100	2,294	0,108	9,100	2,508	0,069	9,100	2,521	0,104	9,100	2,610	0,053	9,100	2,595	-0,093	9,100	2,592	-0,062	9,100	2,581	-0,057	9,100	2,626	-0,015	9,100	2,581	-0,009	9,100	2,527	0,015	9,100	2,528	0,057	9,100	2,547	-0,034	9,100	2,570	-0,042
9,120	2,299	0,107	9,120	2,513	0,068	9,120	2,527	0,109	9,120	2,615	0,054	9,120	2,601	-0,093	9,120	2,598	-0,063	9,120	2,586	-0,059	9,120	2,631	-0,017	9,120	2,586	-0,009	9,120	2,533	0,013	9,120	2,533	0,055	9,120	2,553	-0,036	9,120	2,576	-0,044
9,140	2,305	0,106	9,140	2,519	0,067	9,140	2,533	0,114	9,140	2,622	0,052	9,140	2,607	-0,095	9,140	2,604	-0,064	9,140	2,592	-0,060	9,140	2,638	-0,017	9,140	2,592	-0,010	9,140	2,539	0,011	9,140	2,539	0,054	9,140	2,558	-0,038	9,140	2,582	-0,045
9,160	2,311	0,105	9,160	2,525	0,066	9,160	2,539	0,120	9,160	2,627	0,051	9,160	2,613	-0,096	9,160	2,609	-0,066	9,160	2,598	-0,063	9,160	2,643	-0,018	9,160	2,598	-0,010	9,160	2,545	0,010	9,160	2,545	0,053	9,160	2,564	-0,040	9,160	2,587	-0,047
9,180	2,317	0,105	9,180	2,531	0,066	9,180	2,545	0,126	9,180	2,633	0,052	9,180	2,618	-0,097	9,180	2,615	-0,067	9,180	2,604	-0,063	9,180	2,649	-0,018	9,180	2,604	-0,013	9,180	2,551	0,008	9,180	2,550	0,051	9,180	2,570	-0,042	9,180	2,593	-0,048
9,200	2,323	0,104	9,200	2,536	0,065	9,200	2,551	0,133	9,200	2,639	0,049	9,200	2,624	-0,098	9,200	2,621	-0,067	9,200	2,610	-0,063	9,200	2,655	-0,018	9,200	2,610	-0,013	9,200	2,557	0,006	9,200	2,556	0,051	9,200	2,576	-0,043	9,200	2,599	-0,049
