Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15
4,780	1,077	0,156	4,780	1,086	0,142	4,780	1,095	0,145	4,780	1,026	0,207	4,780	1,024	0,181	4,780	1,062	0,144	4,780	1,058	0,136	4,780	1,156	0,100	4,780	1,125	0,163	4,780	1,145	0,152	4,780	1,173	0,336	4,780	1,106	0,329	4,780	1,060	0,460	4,780	1,081	0,905	4,780	0,986	0,547
4,800	1,082	0,154	4,800	1,091	0,140	4,800	1,100	0,143	4,800	1,031	0,202	4,800	1,029	0,177	4,800	1,068	0,141	4,800	1,063	0,131	4,800	1,161	0,101	4,800	1,130	0,115	4,800	1,151	0,152	4,800	1,179	0,347	4,800	1,111	0,338	4,800	1,065	0,467	4,800	1,086	0,920	4,800	0,991	0,549
4,820	1,088	0,150	4,820	1,097	0,137	4,820	1,106	0,141	4,820	1,036	0,196	4,820	1,035	0,173	4,820	1,073	0,138	4,820	1,068	0,130	4,820	1,166	0,095	4,820	1,135	0,113	4,820	1,156	0,152	4,820	1,184	0,354	4,820	1,116	0,346	4,820	1,070	0,474	4,820	1,091	1,014	4,820	0,996	0,547
4,840	1,093	0,148	4,840	1,102	0,134	4,840	1,111	0,138	4,840	1,042	0,191	4,840	1,040	0,169	4,840	1,078	0,136	4,840	1,074	0,129	4,840	1,172	0,098	4,840	1,140	0,181	4,840	1,161	0,153	4,840	1,189	0,350	4,840	1,122	0,353	4,840	1,076	0,483	4,840	1,097	1,000	4,840	1,002	0,546
4,860	1,099	0,145	4,860	1,108	0,133	4,860	1,116	0,136	4,860	1,048	0,186	4,860	1,046	0,166	4,860	1,084	0,134	4,860	1,079	0,125	4,860	1,177	0,098	4,860	1,146	0,165	4,860	1,167	0,155	4,860	1,195	0,373	4,860	1,127	0,362	4,860	1,081	0,494	4,860	1,102	1,032	4,860	1,007	0,548
4,880	1,104	0,142	4,880	1,113	0,131	4,880	1,122	0,134	4,880	1,053	0,181	4,880	1,051	0,163	4,880	1,089	0,132	4,880	1,084	0,126	4,880	1,183	0,097	4,880	1,152	0,157	4,880	1,173	0,156	4,880	1,200	0,384	4,880	1,133	0,372	4,880	1,087	0,505	4,880	1,108	1,077	4,880	1,012	0,551
4,900	1,109	0,139	4,900	1,118	0,128	4,900	1,127	0,133	4,900	1,058	0,176	4,900	1,056	0,159	4,900	1,095	0,130	4,900	1,090	0,124	4,900	1,188	0,097	4,900	1,157	0,170	4,900	1,178	0,157	4,900	1,205	0,398	4,900	1,138	0,382	4,900	1,092	0,512	4,900	1,113	1,122	4,900	1,017	0,554
4,920	1,115	0,138	4,920	1,124	0,127	4,920	1,133	0,131	4,920	1,063	0,190	4,920	1,062	0,156	4,920	1,100	0,128	4,920	1,096	0,122	4,920	1,193	0,096	4,920	1,162	0,171	4,920	1,183	0,159	4,920	1,210	0,401	4,920	1,143	0,393	4,920	1,097	0,530	4,920	1,118	1,163	4,920	1,023	0,559
4,940	1,120	0,135	4,940	1,129	0,125	4,940	1,138	0,140	4,940	1,069	0,171	4,940	1,067	0,153	4,940	1,105	0,132	4,940	1,100	0,120	4,940	1,199	0,096	4,940	1,168	0,155	4,940	1,188	0,165	4,940	1,216	0,424	4,940	1,149	0,405	4,940	1,103	0,547	4,940	1,124	1,225	4,940	1,029	0,567
4,960	1,125	0,133	4,960	1,134	0,123	4,960	1,143	0,131	4,960	1,074	0,165	4,960	1,072	0,174	4,960	1,110	0,126	4,960	1,106	0,118	4,960	1,204	0,096	4,960	1,173	0,176	4,960	1,194	0,163	4,960	1,221	0,440	4,960	1,154	0,418	4,960	1,108	0,563	4,960	1,129	1,277	4,960	1,034	0,576
4,980	1,131	0,131	4,980	1,140	0,132	4,980	1,149	0,130	4,980	1,080	0,162	4,980	1,078	0,156	4,980	1,116	0,125	4,980	1,112	0,117	4,980	1,210	0,096	4,980	1,178	0,156	4,980	1,199	0,165	4,980	1,227	0,456	4,980	1,160	0,432	4,980	1,113	0,580	4,980	1,134	1,314	4,980	1,039	0,586
5,000	1,136	0,127	5,000	1,145	0,122	5,000	1,154	0,129	5,000	1,085	0,159	5,000	1,083	0,148	5,000	1,122	0,124	5,000	1,116	0,116	5,000	1,215	0,096	5,000	1,184	0,168	5,000	1,204	0,168	5,000	1,232	0,472	5,000	1,164	0,446	5,000	1,119	0,599	5,000	1,140	1,363	5,000	1,044	0,598
5,020	1,142	0,126	5,020	1,151	0,119	5,020	1,159	0,128	5,020	1,090	0,156	5,020	1,088	0,145	5,020	1,127	0,122	5,020	1,122	0,118	5,020	1,220	0,096	5,020	1,189	0,141	5,020	1,210	0,170	5,020	1,237	0,488	5,020	1,171	0,462	5,020	1,124	0,619	5,020	1,145	1,417	5,020	1,050	0,612
5,040	1,147	0,126	5,040	1,156	0,118	5,040	1,165	0,127	5,040	1,095	0,152	5,040	1,094	0,144	5,040	1,132	0,110	5,040	1,127	0,115	5,040	1,226	0,096	5,040	1,194	0,186	5,040	1,215	0,173	5,040	1,242	0,506	5,040	1,176	0,479	5,040	1,129	0,631	5,040	1,151	1,477	5,040	1,055	0,628
5,060	1,152	0,124	5,060	1,161	0,116	5,060	1,170	0,127	5,060	1,101	0,151	5,060	1,099	0,139	5,060	1,137	0,117	5,060	1,133	0,114	5,060	1,231	0,096	5,060	1,199	0,166	5,060	1,220	0,176	5,060	1,248	0,511	5,060	1,181	0,495	5,060	1,134	0,663	5,060	1,156	1,535	5,060	1,060	0,642
5,080	1,157	0,133	5,080	1,167	0,116	5,080	1,176	0,127	5,080	1,106	0,149	5,080	1,105	0,139	5,080	1,143	0,119	5,080	1,138	0,113	5,080	1,236	0,096	5,080	1,205	0,178	5,080	1,226	0,180	5,080	1,253	0,515	5,080	1,186	0,511	5,080	1,140	0,688	5,080	1,161	1,597	5,080	1,066	0,668
5,100	1,163	0,125	5,100	1,172	0,115	5,100	1,181	0,127	5,100	1,112	0,147	5,100	1,110	0,138	5,100	1,148	0,119	5,100	1,143	0,110	5,100	1,241	0,096	5,100	1,211	0,170	5,100	1,231	0,184	5,100	1,258	0,558	5,100	1,192	0,511	5,100	1,145	0,714	5,100	1,166	1,611	5,100	1,071	0,685
5,120	1,169	0,122	5,120	1,177	0,115	5,120	1,186	0,126	5,120	1,117	0,145	5,120	1,115	0,137	5,120	1,154	0,118	5,120	1,149	0,109	5,120	1,247	0,097	5,120	1,216	0,181	5,120	1,237	0,188	5,120	1,263	0,586	5,120	1,197	0,543	5,120	1,151	0,742	5,120	1,172	1,704	5,120	1,076	0,709
5,140	1,174	0,121	5,140	1,183	0,114	5,140	1,191	0,127	5,140	1,123	0,144	5,140	1,120	0,136	5,140	1,159	0,117	5,140	1,154	0,111	5,140	1,251	0,097	5,140	1,221	0,186	5,140	1,242	0,192	5,140	1,268	0,607	5,140	1,202	0,569	5,140	1,156	0,770	5,140	1,177	1,789	5,140	1,082	0,734
5,160	1,179	0,121	5,160	1,188	0,113	5,160	1,197	0,127	5,160	1,128	0,142	5,160	1,126	0,136	5,160	1,164	0,117	5,160	1,160	0,111	5,160	1,257	0,098	5,160	1,226	0,186	5,160	1,246	0,197	5,160	1,274	0,648	5,160	1,208	0,592	5,160	1,161	0,800	5,160	1,182	1,855	5,160	1,087	0,761
5,180	1,185	0,120	5,180	1,193	0,113	5,180	1,202	0,128	5,180	1,133	0,140	5,180	1,131	0,135	5,180	1,169	0,117	5,180	1,165	0,110	5,180	1,262	0,098	5,180	1,231	0,181	5,180	1,252	0,201	5,180	1,279	0,678	5,180	1,213	0,613	5,180	1,166	0,831	5,180	1,188	1,925	5,180	1,092	0,790
5,200	1,190	0,120	5,200	1,199	0,113	5,200	1,207	0,128	5,200	1,138	0,139	5,200	1,136	0,134	5,200	1,175	0,117	5,200	1,170	0,110	5,200	1,268	0,099	5,200	1,237	0,174	5,200	1,257	0,206	5,200	1,285	0,673	5,200	1,218	0,637	5,200	1,172	0,864	5,200	1,193	1,998	5,200	1,098	0,821
5,220	1,195	0,120	5,220	1,204	0,113	5,220	1,213	0,129	5,220	1,144	0,144	5,220	1,142	0,138	5,220	1,181	0,117	5,220	1,175	0,110	5,220	1,273	0,099	5,220	1,242	0,194	5,220	1,262	0,212	5,220	1,289	0,700	5,220	1,223	0,661	5,220	1,177	0,898	5,220	1,199	2,066	5,220	1,103	0,854
5,240	1,201	0,121	5,240	1,210	0,114	5,240	1,218	0,130	5,240	1,149	0,139	5,240	1,147	0,134	5,240	1,186	0,117	5,240	1,180	0,110	5,240	1,278	0,100	5,240	1,248	0,202	5,240	1,268	0,219	5,240	1,296	0,727	5,240	1,229	0,687	5,240	1,183	0,934	5,240	1,204	2,130	5,240	1,108	0,889
5,260	1,206	0,121	5,260	1,214	0,114	5,260	1,224	0,131	5,260	1,155	0,143	5,260	1,152	0,134	5,260	1,191	0,118	5,260	1,186	0,110	5,260	1,284	0,102	5,260	1,252	0,207	5,260	1,273	0,224	5,260	1,301	0,753	5,260	1,234	0,713	5,260	1,188	0,970	5,260	1,209	2,195	5,260	1,114	0,927
5,280	1,211	0,122	5,280	1,220	0,114	5,280	1,229	0,133	5,280	1,159	0,139	5,280	1,158	0,135	5,280	1,196	0,118	5,280	1,191	0,110	5,280	1,289	0,102	5,280	1,257	0,215	5,280	1,279	0,230	5,280	1,306	0,779	5,280	1,239	0,740	5,280	1,193	1,009	5,280	1,215	2,260	5,280	1,119	0,965
5,300	1,216	0,122	5,300	1,225	0,115	5,300	1,235	0,134	5,300	1,165	0,138	5,300	1,163	0,134	5,300	1,202	0,119	5,300	1,197	0,111	5,300	1,294	0,103	5,300	1,263	0,222	5,300	1,284	0,237	5,300	1,311	0,807	5,300	1,245	0,769	5,300	1,198	1,049	5,300	1,220	2,343	5,300	1,124	1,007
5,320	1,222	0,123	5,320	1,231	0,126	5,320	1,239	0,136	5,320	1,170	0,137	5,320	1,169	0,134	5,320	1,207	0,119	5,320	1,202	0,111	5,320	1,300	0,104	5,320	1,268	0,228	5,320	1,289	0,244	5,320	1,316	0,833	5,320	1,250	0,797	5,320	1,204	1,090	5,320	1,225	2,382	5,320	1,130	1,051
5,340	1,227	0,124	5,340	1,236	0,125	5,340	1,245	0,137	5,340	1,176	0,137	5,340	1,174	0,135	5,340	1,212	0,120	5,340	1,208	0,112	5,340	1,305	0,110	5,340	1,273	0,235	5,340	1,295	0,250	5,340	1,322	0,861	5,340	1,255	0,827	5,340	1,209	1,141	5,340	1,231	2,405	5,340	1,135	1,096
5,360	1,233	0,125	5,360	1,241	0,119	5,360	1,250	0,139	5,360	1,181	0,137	5,360	1,180	0,137	5,360	1,218	0,121	5,360	1,213	0,113	5,360	1,310	0,109	5,360	1,279	0,225	5,360	1,300	0,259	5,360	1,327	0,889	5,360	1,260	0,857	5,360	1,215	1,180	5,360	1,236	2,437	5,360	1,141	1,144
5,380	1,238	0,126	5,380	1,246	0,118	5,380	1,255	0,142	5,380	1,187	0,138	5,380	1,185	0,136	5,380	1,223	0,122	5,380	1,218	0,114	5,380	1,316	0,110	5,380	1,284	0,245	5,380	1,305	0,267	5,380	1,333	0,916	5,380	1,265	0,889	5,380	1,220	1,223	5,380	1,241	2,453	5,380	1,146	1,194
5,400	1,244	0,129	5,400	1,251	0,118	5,400	1,260	0,144	5,400	1,192	0,138	5,400	1,190	0,137	5,400	1,228	0,123	5,400	1,224	0,115	5,400	1,321	0,111	5,400	1,290	0,251	5,400	1,310	0,275	5,400	1,338	0,904	5,400	1,271	0,923	5,400	1,225	1,268	5,400	1,247	2,457	5,400	1,151	1,246
5,420	1,249	0,130	5,420	1,257	0,120	5,420	1,266	0,147	5,420	1,197	0,139	5,420	1,195	0,138	5,420	1,233	0,124	5,420	1,229	0,116	5,420	1,326	0,113	5,420	1,295	0,259	5,420	1,316	0,285	5,420	1,343	0,966	5,420	1,276	0,955	5,420	1,231	1,315	5,420	1,252	2,451	5,420	1,156	1,299
5,440	1,254	0,132	5,440	1,261	0,121	5,440	1,272	0,150	5,440	1,202	0,140	5,440	1,201	0,139	5,440	1,239	0,126	5,440	1,234	0,118	5,440	1,331	0,114	5,440	1,300	0,266	5,440	1,321	0,293	5,440	1,349	0,991	5,440	1,282	0,987	5,440	1,236	1,362	5,440	1,256	2,435	5,440	1,162	1,356
5,460	1,259	0,134	5,460	1,267	0,124	5,460	1,277	0,153	5,460	1,208	0,142	5,460	1,206	0,141	5,460	1,245	0,128	5,460	1,239	0,140	5,460	1,337	0,134	5,460	1,306	0,277	5,460	1,326	0,303	5,460	1,354	0,985	5,460	1,287	1,041	5,460	1,242	1,415	5,460	1,262	2,405	5,460	1,167	1,414
5,480	1,264	0,137	5,480	1,273	0,126	5,480	1,282	0,156	5,480	1,213	0,142	5,480	1,211	0,142	5,480	1,250	0,130	5,480	1,245	0,124	5,480	1,342	0,127	5,480	1,311	0,301	5,480	1,332	0,312	5,480	1,359	1,025	5,480	1,292	1,057	5,480	1,247	1,460	5,480	1,268	2,368	5,480	1,173	1,475
5,500	1,270	0,142	5,500	1,278	0,128	5,500	1,287	0,159	5,500	1,219	0,144	5,500	1,217	0,144	5,500	1,255	0,132	5,500	1,250	0,124	5,500	1,347	0,121	5,500	1,316	0,305	5,500	1,337	0,321	5,500	1,365	1,031	5,500	1,298	1,087	5,500	1,252	1,505	5,500	1,272	2,326	5,500	1,178	1,535
5,520	1,275	0,143	5,520	1,284	0,130	5,520	1,292	0,162	5,520	1,224	0,146	5,520	1,222	0,145	5,520	1,260	0,134	5,520	1,255	0,125	5,520	1,352	0,122	5,520	1,322	0,333	5,520	1,342	0,332	5,520	1,370	1,049	5,520	1,303	1,116	5,520	1,257	1,551	5,520	1,278	2,278	5,520	1,183	1,595
5,540	1,280	0,146	5,540	1,288	0,132	5,540	1,298	0,166	5,540	1,229	0,148	5,540	1,228	0,148	5,540	1,265	0,137	5,540	1,260	0,128	5,540	1,358	0,124	5,540	1,327	0,286	5,540	1,348	0,343	5,540	1,376	1,054	5,540	1,308	1,145	5,540	1,262	1,588	5,540	1,283	2,224	5,540	1,189	1,662
5,560	1,285	0,149	5,560	1,294	0,136	5,560	1,303	0,167	5,560	1,235	0,150	5,560	1,233	0,150	5,560	1,270	0,139	5,560	1,266	0,131	5,560	1,364	0,126	5,560	1,332	0,372	5,560	1,353	0,354	5,560	1,381	1,054	5,560	1,314	1,170	5,560	1,267	1,622	5,560	1,289	2,170	5,560	1,194	1,727
5,580	1,291	0,152	5,580	1,300	0,139	5,580	1,308	0,173	5,580	1,240	0,151	5,580	1,239	0,153	5,580	1,276	0,142	5,580	1,271	0,133	5,580	1,369	0,129	5,580	1,338	0,345	5,580	1,358	0,364	5,580	1,386	1,047	5,580	1,319	1,191	5,580	1,273	1,667	5,580	1,294	2,114	5,580	1,199	1,791
5,600	1,296	0,162	5,600	1,305	0,141	5,600	1,314	0,178	5,600	1,245	0,153	5,600	1,243	0,155	5,600	1,281	0,145	5,600	1,277	0,136	5,600	1,375	0,131	5,600	1,343	0,306	5,600	1,364	0,375	5,600	1,391	1,034	5,600	1,324	1,208	5,600	1,278	1,694	5,600	1,299	2,064	5,600	1,204	1,854
5,620	1,302	0,162	5,620	1,310	0,145	5,620	1,319	0,187	5,620	1,251	0,157	5,620	1,249	0,158	5,620	1,286	0,148	5,620	1,282	0,140	5,620	1,380	0,134	5,620	1,348	0,408	5,620	1,369	0,379	5,620	1,397	1,016	5,620	1,330	1,217	5,620	1,283	1,715	5,620	1,305	2,008	5,620	1,210	1,916
5,640	1,307	0,165	5,640	1,316	0,149	5,640	1,325	0,198	5,640	1,255	0,159	5,640	1,254	0,161	5,640	1,292	0,145	5,640	1,287	0,142	5,640	1,385	0,136	5,640	1,353	0,357	5,640	1,374	0,378	5,640	1,402	1,000	5,640	1,335	1,223	5,640	1,288	1,729	5,640	1,310	1,907	5,640	1,215	1,976
5,660	1,312	0,168	5,660	1,321	0,152	5,660	1,330	0,193	5,660	1,261	0,162	5,660	1,259	0,164	5,660	1,297	0,154	5,660	1,292	0,146	5,660	1,390	0,139	5,660	1,359	0,394	5,660	1,380	0,407	5,660	1,407	0,995	5,660	1,341	1,225	5,660	1,295	1,736	5,660	1,316	1,865	5,660	1,221	2,029
5,680	1,318	0,173	5,680	1,326	0,142	5,680	1,335	0,198	5,680	1,266	0,165	5,680	1,264	0,167	5,680	1,303	0,158	5,680	1,297	0,150	5,680	1,395	0,141	5,680	1,365	0,398	5,680	1,385	0,420	5,680	1,413	0,966	5,680	1,346	1,218	5,680	1,299	1,732	5,680	1,321	1,845	5,680	1,225	2,076
5,700	1,323	0,177	5,700	1,332	0,159	5,700	1,340	0,204	5,700	1,272	0,168	5,700	1,270	0,171	5,700	1,308	0,162	5,700	1,303	0,153	5,700	1,401	0,145	5,700	1,370	0,389	5,700	1,390	0,432	5,700	1,418	0,941	5,700	1,350	1,205	5,700	1,305	1,751	5,700	1,326	1,793	5,700	1,231	2,117
5,720	1,328	0,182	5,720	1,337	0,164	5,720	1,346	0,210	5,720	1,277	0,172	5,720	1,275	0,178	5,720	1,313	0,165	5,720	1,309	0,158	5,720	1,406	0,147	5,720	1,375	0,441	5,720	1,396	0,442	5,720	1,423	0,902	5,720	1,356	1,188	5,720	1,310	1,710	5,720	1,332	1,743	5,720	1,237	2,149
5,740	1,334	0,188	5,740	1,342	0,169	5,740	1,352	0,217	5,740	1,283	0,175	5,740	1,280	0,179	5,740	1,319	0,164	5,740	1,314	0,162	5,740	1,411	0,150	5,740	1,380	0,436	5,740	1,401	0,451	5,740	1,429	0,878	5,740	1,362	1,167	5,740	1,315	1,683	5,740	1,336	1,694	5,740	1,242	2,170
5,760	1,339	0,193	5,760	1,348	0,175	5,760	1,357	0,222	5,760	1,288	0,179	5,760	1,286	0,183	5,760	1,324	0,174	5,760	1,319	0,167	5,760	1,417	0,154	5,760	1,386	0,446	5,760	1,406	0,462	5,760	1,434	0,856	5,760	1,367	1,138	5,760	1,320	1,655	5,760	1,342	1,646	5,760	1,247	2,180
5,780	1,345	0,186	5,780	1,353	0,180	5,780	1,362	0,229	5,780	1,293	0,183	5,780	1,291	0,187	5,780	1,329	0,180	5,780	1,325	0,174	5,780	1,422	0,158	5,780	1,391	0,457	5,780	1,411	0,469	5,780	1,439	0,831	5,780	1,373	1,116	5,780	1,326	1,622	5,780	1,347	1,598	5,780	1,253	2,181
5,800	1,350	0,203	5,800	1,358	0,186	5,800	1,367	0,236	5,800	1,298	0,187	5,800	1,296	0,191	5,800	1,334	0,184	5,800	1,330	0,158	5,800	1,428	0,161	5,800	1,397	0,468	5,800	1,418	0,476	5,800	1,445	0,805	5,800	1,378	1,110	5,800	1,331	1,587	5,800	1,353	1,554	5,800	1,257	2,167
5,820	1,355	0,210	5,820	1,364	0,192	5,820	1,373	0,243	5,820	1,304	0,192	5,820	1,301	0,197	5,820	1,339	0,190	5,820	1,335	0,176	5,820	1,433	0,142	5,820	1,402	0,478	5,820	1,422	0,480	5,820	1,450	0,781	5,820	1,383	1,083	5,820	1,337	1,551	5,820	1,358	1,512	5,820	1,262	2,149
5,840	1,360	0,217	5,840	1,369	0,198	5,840	1,378	0,251	5,840	1,308	0,196	5,840	1,307	0,201	5,840	1,345	0,196	5,840	1,341	0,189	5,840	1,439	0,165	5,840	1,407	0,487	5,840	1,427	0,482	5,840	1,456	0,762	5,840	1,388	1,045	5,840	1,342	1,514	5,840	1,364	1,473	5,840	1,267	2,121
5,860	1,366	0,224	5,860	1,374	0,204	5,860	1,383	0,259	5,860	1,314	0,195	5,860	1,312	0,201	5,860	1,351	0,202	5,860	1,346	0,197	5,860	1,444	0,171	5,860	1,412	0,496	5,860	1,433	0,483	5,860	1,461	0,734	5,860	1,394	1,016	5,860	1,348	1,475	5,860	1,369	1,434	5,860	1,273	2,085
5,880	1,371	0,231	5,880	1,380	0,211	5,880	1,389	0,266	5,880	1,320	0,206	5,880	1,318	0,211	5,880	1,356	0,208	5,880	1,351	0,203	5,880	1,449	0,176	5,880	1,418	0,502	5,880	1,438	0,482	5,880	1,466	0,709	5,880	1,399	0,989	5,880	1,353	1,437	5,880	1,375	1,396	5,880	1,278	2,046
5,900	1,376	0,238	5,900	1,385	0,218	5,900	1,394	0,274	5,900	1,325	0,212	5,900	1,323	0,217	5,900	1,361	0,215	5,900	1,357	0,211	5,900	1,454	0,179	5,900	1,424	0,505	5,900	1,444	0,478	5,900	1,472	0,686	5,900	1,404	0,961	5,900	1,358	1,399	5,900	1,379	1,361	5,900	1,284	2,002
5,920	1,382	0,246	5,920	1,391	0,225	5,920	1,399	0,282	5,920	1,331	0,217	5,920	1,328	0,223	5,920	1,366	0,221	5,920	1,362	0,218	5,920	1,460	0,179	5,920	1,429	0,506	5,920	1,449	0,473	5,920	1,477	0,672	5,920	1,409	0,932	5,920	1,364	1,360	5,920	1,385	1,329	5,920	1,289	1,956
5,940	1,388	0,254	5,940	1,396	0,232	5,940	1,404	0,290	5,940	1,336	0,223	5,940	1,334	0,230	5,940	1,372	0,228	5,940	1,368	0,227	5,940	1,465	0,186	5,940	1,434	0,508	5,940	1,454	0,464	5,940	1,482	0,663	5,940	1,415	0,903	5,940	1,368	1,321	5,940	1,390	1,297	5,940	1,294	1,909
5,960	1,392	0,262	5,960	1,401	0,239	5,960	1,410	0,300	5,960	1,341	0,229	5,960	1,340	0,236	5,960	1,377	0,235	5,960	1,372	0,233	5,960	1,470	0,192	5,960	1,439	0,505	5,960	1,460	0,455	5,960	1,487	0,591	5,960	1,420	0,876	5,960	1,374	1,283	5,960	1,396	1,270	5,960	1,300	1,861
5,980	1,398	0,271	5,980	1,406	0,247	5,980	1,416	0,263	5,980	1,346	0,235	5,980	1,345	0,243	5,980	1,383	0,242	5,980	1,378	0,242	5,980	1,476	0,193	5,980	1,444	0,500	5,980	1,465	0,450	5,980	1,493	0,611	5,980	1,426	0,848	5,980	1,380	1,244	5,980	1,401	1,244	5,980	1,306	1,814
6,000	1,404	0,279	6,000	1,412	0,255	6,000	1,421	0,306	6,000	1,352	0,242	6,000	1,350	0,237	6,000	1,388	0,250	6,000	1,383	0,251	6,000	1,481	0,190	6,000	1,450	0,493	6,000	1,471	0,436	6,000	1,498	0,802	6,000	1,431	0,822	6,000	1,385	1,208	6,000	1,406	1,218	6,000	1,311	1,764
6,020	1,409	0,288	6,020	1,417	0,247	6,020	1,426	0,323	6,020	1,357	0,249	6,020	1,355	0,245	6,020	1,393	0,258	6,020	1,389	0,259	6,020	1,486	0,196	6,020	1,455	0,477	6,020	1,476	0,423	6,020	1,503	1,074	6,020	1,436	0,795	6,020	1,390	1,171	6,020	1,412	1,195	6,020	1,316	1,716
6,040	1,414	0,296	6,040	1,423	0,264	6,040	1,431	0,332	6,040	1,363	0,256	6,040	1,360	0,262	6,040	1,398	0,265	6,040	1,394	0,267	6,040	1,492	0,197	6,040	1,460	0,471	6,040	1,481	0,411	6,040	1,509	1,087	6,040	1,442	0,771	6,040	1,395	1,122	6,040	1,417	1,178	6,040	1,321	1,668
6,060	1,420	0,306	6,060	1,428	0,278	6,060	1,437	0,340	6,060	1,368	0,263	6,060	1,366	0,271	6,060	1,404	0,273	6,060	1,399	0,275	6,060	1,497	0,197	6,060	1,466	0,454	6,060	1,486	0,399	6,060	1,514	0,956	6,060	1,447	0,747	6,060	1,400	1,098	6,060	1,422	1,163	6,060	1,326	1,618
6,080	1,425	0,312	6,080	1,433	0,286	6,080	1,442	0,348	6,080	1,373	0,271	6,080	1,371	0,281	6,080	1,409	0,272	6,080	1,405	0,283	6,080	1,502	0,196	6,080	1,471	0,450	6,080	1,491	0,387	6,080	1,519	0,321	6,080	1,452	0,723	6,080	1,406	1,066	6,080	1,428	1,148	6,080	1,332	1,569
6,100	1,430	0,323	6,100	1,439	0,294	6,100	1,448	0,356	6,100	1,378	0,279	6,100	1,377	0,288	6,100	1,415	0,278	6,100	1,410	0,291	6,100	1,508	0,195	6,100	1,477	0,437	6,100	1,497	0,376	6,100	1,525	0,579	6,100	1,458	0,702	6,100	1,411	1,037	6,100	1,433	1,136	6,100	1,338	1,522
6,120	1,436	0,341	6,120	1,444	0,302	6,120	1,453	0,364	6,120	1,383	0,286	6,120	1,382	0,295	6,120	1,420	0,296	6,120	1,415	0,298	6,120	1,513	0,193	6,120	1,482	0,426	6,120	1,502	0,364	6,120	1,530	0,496	6,120	1,463	0,682	6,120	1,417	1,009	6,120	1,438	1,131	6,120	1,343	1,475
6,140	1,441	0,346	6,140	1,449	0,309	6,140	1,458	0,366	6,140	1,389	0,295	6,140	1,387	0,304	6,140	1,425	0,310	6,140	1,420	0,299	6,140	1,518	0,190	6,140	1,487	0,412	6,140	1,508	0,353	6,140	1,536	0,481	6,140	1,469	0,650	6,140	1,422	0,980	6,140	1,444	1,121	6,140	1,348	1,430
6,160	1,446	0,348	6,160	1,455	0,315	6,160	1,463	0,369	6,160	1,395	0,304	6,160	1,393	0,313	6,160	1,430	0,312	6,160	1,426	0,293	6,160	1,524	0,187	6,160	1,492	0,400	6,160	1,514	0,341	6,160	1,541	0,453	6,160	1,474	0,618	6,160	1,427	0,953	6,160	1,449	1,117	6,160	1,353	1,384
6,180	1,452	0,355	6,180	1,460	0,320	6,180	1,470	0,371	6,180	1,400	0,315	6,180	1,398	0,322	6,180	1,436	0,318	6,180	1,431	0,312	6,180	1,529	0,184	6,180	1,498	0,388	6,180	1,518	0,330	6,180	1,546	0,455	6,180	1,479	0,618	6,180	1,433	0,929	6,180	1,454	1,116	6,180	1,359	1,342
6,200	1,457	0,359	6,200	1,465	0,324	6,200	1,474	0,370	6,200	1,405	0,321	6,200	1,403	0,329	6,200	1,441	0,324	6,200	1,437	0,315	6,200	1,534	0,180	6,200	1,503	0,375	6,200	1,524	0,320	6,200	1,552	0,451	6,200	1,485	0,604	6,200	1,438	0,904	6,200	1,460	1,119	6,200	1,364	1,302
6,220	1,462	0,364	6,220	1,470	0,325	6,220	1,480	0,367	6,220	1,411	0,329	6,220	1,409	0,339	6,220	1,447	0,328	6,220	1,442	0,315	6,220	1,540	0,177	6,220	1,508	0,363	6,220	1,530	0,310	6,220	1,557	0,444	6,220	1,490	0,588	6,220	1,443	0,881	6,220	1,465	1,123	6,220	1,369	1,264
