Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1;Zeit (s) Ringkern 1 Schalter Links;Spannung, Ch A (V) Ringkern 1 Schalter Links;Spannung, Ch B (V) Ringkern 1 Schalter Links;Zeit (s) RK1 Schalter links R_V;Spannung, Ch A (V) RK1 Schalter links R_V;Spannung, Ch B (V) RK1 Schalter links R_V;Zeit (s) Messreihe #4;Spannung, Ch A (V) Messreihe #4;Spannung, Ch B (V) Messreihe #4;Zeit (s) Messreihe #5;Spannung, Ch A (V) Messreihe #5;Spannung, Ch B (V) Messreihe #5;Zeit (s) Messreihe #6;Spannung, Ch A (V) Messreihe #6;Spannung, Ch B (V) Messreihe #6;Zeit (s) Messreihe #7;Spannung, Ch A (V) Messreihe #7;Spannung, Ch B (V) Messreihe #7;Zeit (s) Messreihe #8;Spannung, Ch A (V) Messreihe #8;Spannung, Ch B (V) Messreihe #8;Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9;Zeit (s) Messreihe #10;Spannung, Ch A (V) Messreihe #10;Spannung, Ch B (V) Messreihe #10;Zeit (s) Messreihe #11;Spannung, Ch A (V) Messreihe #11;Spannung, Ch B (V) Messreihe #11;Zeit (s) Messreihe #12;Spannung, Ch A (V) Messreihe #12;Spannung, Ch B (V) Messreihe #12;Zeit (s) Messreihe #13;Spannung, Ch A (V) Messreihe #13;Spannung, Ch B (V) Messreihe #13;Zeit (s) Messreihe #14;Spannung, Ch A (V) Messreihe #14;Spannung, Ch B (V) Messreihe #14;Zeit (s) Messreihe #15;Spannung, Ch A (V) Messreihe #15;Spannung, Ch B (V) Messreihe #15;Zeit (s) Messreihe #16;Spannung, Ch A (V) Messreihe #16;Spannung, Ch B (V) Messreihe #16
51,000;0,007;0,670;51,000;-0,002;-0,676;51,000;1,928;0,028;51,000;-0,289;-0,885;51,000;-0,004;-0,782;51,000;0,013;0,051;51,000;0,095;0,109;51,000;-0,048;-0,629;51,000;2,321;0,892;51,000;-3,482;-7,733E-4;51,000;-3,285;0,003;51,000;-0,724;-0,002;51,000;-0,379;-0,001;51,000;1,731E-4;0,048;51,000;0,107;-0,090;51,000;0,083;-0,103
51,050;0,007;0,669;51,050;-0,002;-0,676;51,050;1,927;0,029;51,050;-0,287;-0,884;51,050;-0,005;-0,782;51,050;0,013;0,052;51,050;0,095;0,108;51,050;-0,029;-0,628;51,050;2,321;0,891;51,050;-3,482;-6,879E-4;51,050;-3,287;0,003;51,050;-0,724;-0,003;51,050;-0,381;-9,454E-4;51,050;6,235E-4;0,048;51,050;0,106;-0,090;51,050;0,081;-0,104
51,100;0,007;0,670;51,100;-0,001;-0,676;51,100;1,927;0,028;51,100;-0,285;-0,885;51,100;-0,004;-0,782;51,100;0,013;0,050;51,100;0,094;0,108;51,100;-0,020;-0,629;51,100;2,308;0,892;51,100;-3,499;-9,296E-4;51,100;-3,304;0,003;51,100;-0,724;-0,002;51,100;-0,394;-0,001;51,100;5,393E-4;0,049;51,100;0,106;-0,090;51,100;0,081;-0,105
51,150;0,007;0,669;51,150;-0,001;-0,677;51,150;1,927;0,029;51,150;-0,285;-0,884;51,150;-0,005;-0,782;51,150;0,012;0,050;51,150;0,093;0,108;51,150;-0,012;-0,628;51,150;2,303;0,891;51,150;-3,539;-5,756E-4;51,150;-3,329;0,003;51,150;-0,745;-0,003;51,150;-0,420;-0,001;51,150;-1,016E-4;0,047;51,150;0,106;-0,090;51,150;0,078;-0,106
51,200;0,007;0,669;51,200;-0,002;-0,677;51,200;1,914;0,027;51,200;-0,285;-0,885;51,200;-0,004;-0,782;51,200;0,012;0,049;51,200;0,092;0,108;51,200;-0,009;-0,628;51,200;2,289;0,891;51,200;-3,541;-0,001;51,200;-3,344;0,003;51,200;-0,757;-0,002;51,200;-0,429;-0,001;51,200;7,056E-5;0,048;51,200;0,106;-0,090;51,200;0,075;-0,108
51,250;0,007;0,669;51,250;-0,002;-0,678;51,250;1,901;0,028;51,250;-0,285;-0,884;51,250;-0,004;-0,782;51,250;0,012;0,050;51,250;0,091;0,107;51,250;-0,008;-0,627;51,250;2,282;0,891;51,250;-3,541;-7,001E-4;51,250;-3,355;0,003;51,250;-0,760;-0,003;51,250;-0,429;-9,601E-4;51,250;3,550E-4;0,048;51,250;0,105;-0,091;51,250;0,072;-0,111
51,300;0,007;0,669;51,300;-0,002;-0,678;51,300;1,846;0,027;51,300;-0,282;-0,885;51,300;-0,004;-0,782;51,300;0,012;0,048;51,300;0,091;0,107;51,300;-0,007;-0,628;51,300;2,276;0,892;51,300;-3,541;-9,967E-4;51,300;-3,355;0,003;51,300;-0,760;-0,001;51,300;-0,429;-0,001;51,300;7,273E-4;0,049;51,300;0,105;-0,091;51,300;0,068;-0,114
51,350;0,006;0,668;51,350;-0,002;-0,678;51,350;1,794;0,027;51,350;-0,278;-0,883;51,350;-0,004;-0,782;51,350;0,012;0,050;51,350;0,091;0,107;51,350;-0,007;-0,627;51,350;2,266;0,890;51,350;-3,572;-7,074E-4;51,350;-3,384;0,003;51,350;-0,765;-0,003;51,350;-0,429;-0,001;51,350;5,076E-4;0,048;51,350;0,105;-0,091;51,350;0,064;-0,117
51,400;0,007;0,669;51,400;-0,002;-0,678;51,400;1,782;0,027;51,400;-0,275;-0,884;51,400;-0,004;-0,782;51,400;0,012;0,049;51,400;0,090;0,107;51,400;-0,007;-0,628;51,400;2,262;0,891;51,400;-3,599;-0,001;51,400;-3,393;0,003;51,400;-0,769;-0,002;51,400;-0,429;-0,001;51,400;4,111E-4;0,049;51,400;0,105;-0,091;51,400;0,062;-0,120
51,450;0,007;0,668;51,450;-0,002;-0,679;51,450;1,766;0,027;51,450;-0,275;-0,883;51,450;-0,004;-0,782;51,450;0,012;0,050;51,450;0,090;0,106;51,450;-0,006;-0,627;51,450;2,255;0,890;51,450;-3,600;-9,991E-4;51,450;-3,391;0,003;51,450;-0,771;-0,003;51,450;-0,429;-0,001;51,450;5,759E-4;0,048;51,450;0,104;-0,091;51,450;0,059;-0,122
51,500;0,006;0,669;51,500;-0,002;-0,678;51,500;1,761;0,026;51,500;-0,275;-0,884;51,500;-0,004;-0,781;51,500;0,012;0,048;51,500;0,089;0,107;51,500;-0,006;-0,628;51,500;2,254;0,891;51,500;-3,613;-7,794E-4;51,500;-3,394;0,003;51,500;-0,784;-0,002;51,500;-0,441;-0,001;51,500;5,479E-4;0,049;51,500;0,104;-0,091;51,500;0,058;-0,125
51,550;0,007;0,668;51,550;-0,002;-0,679;51,550;1,747;0,027;51,550;-0,275;-0,883;51,550;-0,004;-0,782;51,550;0,012;0,050;51,550;0,088;0,106;51,550;-0,010;-0,627;51,550;2,246;0,890;51,550;-3,634;-9,149E-4;51,550;-3,409;0,003;51,550;-0,798;-0,002;51,550;-0,456;-0,001;51,550;2,061E-4;0,047;51,550;0,104;-0,091;51,550;0,058;-0,125
51,600;0,007;0,669;51,600;-0,001;-0,679;51,600;1,721;0,026;51,600;-0,271;-0,884;51,600;-0,004;-0,782;51,600;0,012;0,048;51,600;0,088;0,106;51,600;-0,010;-0,628;51,600;2,246;0,891;51,600;-3,663;-8,661E-4;51,600;-3,426;0,003;51,600;-0,800;-0,002;51,600;-0,456;-0,002;51,600;3,159E-4;0,048;51,600;0,104;-0,091;51,600;0,058;-0,126
51,650;0,007;0,668;51,650;-0,002;-0,680;51,650;1,706;0,027;51,650;-0,268;-0,883;51,650;-0,004;-0,782;51,650;0,012;0,049;51,650;0,087;0,106;51,650;-0,010;-0,627;51,650;2,245;0,890;51,650;-3,672;-9,222E-4;51,650;-3,426;0,003;51,650;-0,813;-0,003;51,650;-0,467;-0,001;51,650;4,880E-4;0,048;51,650;0,104;-0,091;51,650;0,057;-0,126
51,700;0,006;0,668;51,700;-0,002;-0,680;51,700;1,668;0,025;51,700;-0,264;-0,884;51,700;-0,004;-0,782;51,700;0,012;0,048;51,700;0,086;0,106;51,700;-0,010;-0,628;51,700;2,245;0,891;51,700;-3,691;-7,135E-4;51,700;-3,440;0,003;51,700;-0,814;-0,002;51,700;-0,478;-0,001;51,700;1,438E-4;0,048;51,700;0,103;-0,092;51,700;0,056;-0,128
51,750;0,006;0,667;51,750;-0,002;-0,681;51,750;1,643;0,026;51,750;-0,263;-0,883;51,750;-0,004;-0,782;51,750;0,012;0,049;51,750;0,084;0,105;51,750;-0,010;-0,627;51,750;2,245;0,890;51,750;-3,745;-7,697E-4;51,750;-3,459;0,003;51,750;-0,816;-0,003;51,750;-0,481;-0,001;51,750;3,611E-4;0,048;51,750;0,103;-0,092;51,750;0,056;-0,127
51,800;0,007;0,669;51,800;-0,002;-0,681;51,800;1,607;0,025;51,800;-0,259;-0,884;51,800;-0,004;-0,782;51,800;0,012;0,048;51,800;0,084;0,105;51,800;-0,011;-0,628;51,800;2,245;0,891;51,800;-3,762;-7,745E-4;51,800;-3,480;0,003;51,800;-0,818;-0,002;51,800;-0,496;-0,001;51,800;5,479E-4;0,049;51,800;0,103;-0,092;51,800;0,055;-0,129
51,850;0,006;0,668;51,850;-0,002;-0,681;51,850;1,593;0,026;51,850;-0,257;-0,883;51,850;-0,004;-0,782;51,850;0,012;0,050;51,850;0,083;0,104;51,850;-0,011;-0,627;51,850;2,246;0,890;51,850;-3,794;-6,134E-4;51,850;-3,485;0,003;51,850;-0,819;-0,003;51,850;-0,501;-0,001;51,850;3,269E-4;0,048;51,850;0,102;-0,092;51,850;0,055;-0,128
51,900;0,006;0,668;51,900;-0,002;-0,681;51,900;1,592;0,025;51,900;-0,255;-0,884;51,900;-0,004;-0,782;51,900;0,012;0,048;51,900;0,083;0,105;51,900;-0,010;-0,628;51,900;2,246;0,891;51,900;-3,799;-6,940E-4;51,900;-3,486;0,003;51,900;-0,834;-0,002;51,900;-0,509;-0,001;51,900;5,820E-4;0,049;51,900;0,103;-0,092;51,900;0,054;-0,131
51,950;0,007;0,668;51,950;-0,002;-0,682;51,950;1,592;0,026;51,950;-0,249;-0,882;51,950;-0,005;-0,782;51,950;0,012;0,049;51,950;0,083;0,104;51,950;-0,010;-0,627;51,950;2,246;0,890;51,950;-3,830;-7,306E-4;51,950;-3,527;0,002;51,950;-0,845;-0,003;51,950;-0,509;-0,001;51,950;2,512E-4;0,048;51,950;0,103;-0,092;51,950;0,053;-0,131
52,000;0,006;0,668;52,000;-0,002;-0,682;52,000;1,592;0,025;52,000;-0,247;-0,883;52,000;-0,006;-0,784;52,000;0,011;0,047;52,000;0,081;0,104;52,000;-0,010;-0,628;52,000;2,245;0,891;52,000;-3,837;-8,112E-4;52,000;-3,552;0,003;52,000;-0,846;-0,002;52,000;-0,509;-0,001;52,000;2,561E-4;0,048;52,000;0,103;-0,092;52,000;0,052;-0,133
52,050;0,007;0,668;52,050;-0,002;-0,683;52,050;1,592;0,026;52,050;-0,244;-0,881;52,050;-0,011;-0,796;52,050;0,011;0,048;52,050;0,079;0,103;52,050;-0,011;-0,627;52,050;2,246;0,890;52,050;-3,840;-7,574E-4;52,050;-3,561;0,003;52,050;-0,845;-0,003;52,050;-0,509;-0,001;52,050;3,318E-4;0,048;52,050;0,102;-0,092;52,050;0,052;-0,132
52,100;0,006;0,668;52,100;-0,002;-0,683;52,100;1,585;0,025;52,100;-0,243;-0,883;52,100;-0,017;-0,805;52,100;0,011;0,046;52,100;0,078;0,103;52,100;-0,010;-0,628;52,100;2,246;0,891;52,100;-3,848;-0,001;52,100;-3,584;0,003;52,100;-0,845;-0,002;52,100;-0,509;-0,001;52,100;3,269E-4;0,048;52,100;0,102;-0,092;52,100;0,052;-0,133
52,150;0,006;0,667;52,150;-0,002;-0,683;52,150;1,576;0,025;52,150;-0,235;-0,881;52,150;-0,022;-0,811;52,150;0,010;0,045;52,150;0,076;0,102;52,150;-0,010;-0,627;52,150;2,246;0,890;52,150;-3,883;-0,001;52,150;-3,587;0,003;52,150;-0,851;-0,003;52,150;-0,528;-9,833E-4;52,150;2,476E-4;0,048;52,150;0,102;-0,092;52,150;0,052;-0,133
52,200;0,006;0,668;52,200;-0,002;-0,683;52,200;1,575;0,025;52,200;-0,234;-0,882;52,200;-0,025;-0,814;52,200;0,010;0,044;52,200;0,075;0,102;52,200;-0,010;-0,628;52,200;2,236;0,891;52,200;-3,909;-0,001;52,200;-3,589;0,003;52,200;-0,864;-0,002;52,200;-0,532;-0,001;52,200;3,672E-4;0,048;52,200;0,102;-0,093;52,200;0,050;-0,135
52,250;0,006;0,667;52,250;-0,002;-0,684;52,250;1,558;0,026;52,250;-0,232;-0,881;52,250;-0,025;-0,815;52,250;0,010;0,045;52,250;0,075;0,102;52,250;-0,010;-0,627;52,250;2,232;0,890;52,250;-3,939;-0,001;52,250;-3,611;0,003;52,250;-0,868;-0,003;52,250;-0,532;-0,001;52,250;5,295E-4;0,048;52,250;0,102;-0,093;52,250;0,049;-0,135
52,300;0,005;0,667;52,300;-0,002;-0,684;52,300;1,554;0,024;52,300;-0,231;-0,882;52,300;-0,026;-0,816;52,300;0,010;0,044;52,300;0,074;0,102;52,300;-0,010;-0,628;52,300;2,228;0,891;52,300;-4,044;-7,794E-4;52,300;-3,614;0,003;52,300;-0,868;-0,001;52,300;-0,535;-0,001;52,300;6,357E-4;0,049;52,300;0,103;-0,092;52,300;0,048;-0,137
52,350;0,006;0,666;52,350;-0,002;-0,684;52,350;1,545;0,025;52,350;-0,231;-0,880;52,350;-0,028;-0,818;52,350;0,009;0,043;52,350;0,073;0,101;52,350;-0,010;-0,627;52,350;2,223;0,890;52,350;-4,071;-9,467E-4;52,350;-3,614;0,003;52,350;-0,873;-0,003;52,350;-0,569;-0,001;52,350;3,574E-4;0,048;52,350;0,102;-0,092;52,350;0,046;-0,138
52,400;0,006;0,666;52,400;-0,002;-0,685;52,400;1,537;0,024;52,400;-0,231;-0,882;52,400;-0,030;-0,819;52,400;0,007;0,038;52,400;0,073;0,101;52,400;-0,010;-0,628;52,400;2,220;0,891;52,400;-4,085;-8,478E-4;52,400;-3,614;0,003;52,400;-0,873;-0,002;52,400;-0,585;-0,001;52,400;4,014E-4;0,048;52,400;0,102;-0,092;52,400;0,046;-0,140
52,450;0,006;0,665;52,450;-0,002;-0,685;52,450;1,529;0,025;52,450;-0,231;-0,880;52,450;-0,034;-0,823;52,450;0,008;0,040;52,450;0,073;0,101;52,450;-0,010;-0,627;52,450;2,215;0,890;52,450;-4,097;-7,306E-4;52,450;-3,614;0,003;52,450;-0,872;-0,003;52,450;-0,598;-0,001;52,450;4,246E-4;0,048;52,450;0,102;-0,092;52,450;0,046;-0,139
52,500;0,006;0,666;52,500;-0,002;-0,685;52,500;1,501;0,024;52,500;-0,231;-0,881;52,500;-0,036;-0,825;52,500;0,007;0,036;52,500;0,072;0,101;52,500;-0,011;-0,628;52,500;2,214;0,890;52,500;-4,177;-9,650E-4;52,500;-3,636;0,003;52,500;-0,884;-0,002;52,500;-0,617;-0,001;52,500;4,197E-4;0,048;52,500;0,102;-0,092;52,500;0,045;-0,141
52,550;0,006;0,665;52,550;-0,002;-0,685;52,550;1,496;0,025;52,550;-0,231;-0,880;52,550;-0,038;-0,827;52,550;0,006;0,036;52,550;0,072;0,100;52,550;-0,010;-0,627;52,550;2,215;0,890;52,550;-4,253;-8,990E-4;52,550;-3,651;0,003;52,550;-0,891;-0,003;52,550;-0,620;-0,002;52,550;5,210E-4;0,048;52,550;0,102;-0,093;52,550;0,044;-0,142
52,600;0,005;0,666;52,600;-0,002;-0,685;52,600;1,496;0,024;52,600;-0,231;-0,882;52,600;-0,040;-0,828;52,600;0,005;0,033;52,600;0,072;0,101;52,600;-0,010;-0,628;52,600;2,215;0,891;52,600;-4,315;-0,001;52,600;-3,656;0,003;52,600;-0,891;-0,002;52,600;-0,627;-0,001;52,600;2,549E-4;0,048;52,600;0,102;-0,092;52,600;0,044;-0,143
52,650;0,005;0,665;52,650;-0,002;-0,685;52,650;1,495;0,025;52,650;-0,231;-0,880;52,650;-0,041;-0,829;52,650;0,005;0,034;52,650;0,069;0,099;52,650;-0,010;-0,627;52,650;2,215;0,890;52,650;-4,354;-0,001;52,650;-3,668;0,003;52,650;-0,890;-0,003;52,650;-0,634;-0,001;52,650;4,319E-4;0,048;52,650;0,102;-0,093;52,650;0,043;-0,143
52,700;0,005;0,665;52,700;-0,002;-0,685;52,700;1,495;0,024;52,700;-0,231;-0,881;52,700;-0,043;-0,830;52,700;0,005;0,033;52,700;0,066;0,098;52,700;-0,010;-0,628;52,700;2,215;0,891;52,700;-4,354;-0,001;52,700;-3,675;0,003;52,700;-0,890;-0,002;52,700;-0,648;-9,869E-4;52,700;5,942E-4;0,049;52,700;0,102;-0,093;52,700;0,043;-0,145
52,750;0,005;0,664;52,750;-0,002;-0,686;52,750;1,495;0,025;52,750;-0,231;-0,881;52,750;-0,044;-0,831;52,750;0,005;0,034;52,750;0,064;0,097;52,750;-0,011;-0,627;52,750;2,204;0,889;52,750;-4,354;-0,001;52,750;-3,713;0,003;52,750;-0,891;-0,003;52,750;-0,651;-0,001;52,750;4,929E-4;0,048;52,750;0,102;-0,093;52,750;0,043;-0,143
52,800;0,005;0,665;52,800;-0,002;-0,685;52,800;1,495;0,024;52,800;-0,230;-0,881;52,800;-0,043;-0,830;52,800;0,005;0,032;52,800;0,064;0,098;52,800;-0,010;-0,628;52,800;2,193;0,891;52,800;-4,360;-0,001;52,800;-3,736;0,003;52,800;-0,897;-0,002;52,800;-0,665;-0,001;52,800;1,523E-4;0,048;52,800;0,102;-0,093;52,800;0,043;-0,145
52,850;0,005;0,664;52,850;-0,002;-0,686;52,850;1,490;0,025;52,850;-0,208;-0,878;52,850;-0,043;-0,830;52,850;0,005;0,034;52,850;0,063;0,097;52,850;-0,011;-0,627;52,850;2,192;0,890;52,850;-4,367;-0,001;52,850;-3,757;0,003;52,850;-0,899;-0,003;52,850;-0,666;-0,001;52,850;2,427E-4;0,048;52,850;0,102;-0,093;52,850;0,043;-0,144
52,900;0,005;0,664;52,900;-0,002;-0,686;52,900;1,455;0,024;52,900;-0,196;-0,878;52,900;-0,043;-0,830;52,900;0,005;0,033;52,900;0,064;0,097;52,900;-0,010;-0,628;52,900;2,187;0,891;52,900;-4,367;-0,001;52,900;-3,779;0,003;52,900;-0,903;-0,002;52,900;-0,666;-0,001;52,900;4,209E-4;0,048;52,900;0,102;-0,093;52,900;0,043;-0,145
52,950;0,005;0,664;52,950;-0,002;-0,686;52,950;1,447;0,024;52,950;-0,190;-0,876;52,950;-0,043;-0,830;52,950;0,005;0,034;52,950;0,064;0,097;52,950;-0,004;-0,627;52,950;2,184;0,889;52,950;-4,367;-0,001;52,950;-3,797;0,003;52,950;-0,917;-0,003;52,950;-0,671;-0,001;52,950;3,770E-4;0,048;52,950;0,102;-0,092;52,950;0,043;-0,144
53,000;0,005;0,664;53,000;-0,002;-0,686;53,000;1,429;0,023;53,000;-0,187;-0,876;53,000;-0,043;-0,830;53,000;0,005;0,032;53,000;0,063;0,097;53,000;0,007;-0,628;53,000;2,179;0,890;53,000;-4,361;-0,001;53,000;-3,814;0,003;53,000;-0,918;-0,002;53,000;-0,698;-0,001;53,000;3,293E-4;0,048;53,000;0,102;-0,093;53,000;0,042;-0,146
53,050;0,005;0,663;53,050;-0,002;-0,686;53,050;1,404;0,024;53,050;-0,185;-0,875;53,050;-0,044;-0,831;53,050;0,005;0,034;53,050;0,063;0,097;53,050;0,009;-0,627;53,050;2,172;0,889;53,050;-4,359;-0,001;53,050;-3,824;0,003;53,050;-0,923;-0,003;53,050;-0,702;-0,001;53,050;3,147E-4;0,048;53,050;0,102;-0,093;53,050;0,041;-0,146
53,100;0,005;0,664;53,100;-0,003;-0,687;53,100;1,401;0,023;53,100;-0,183;-0,876;53,100;-0,043;-0,830;53,100;0,005;0,033;53,100;0,063;0,097;53,100;0,010;-0,628;53,100;2,170;0,890;53,100;-4,359;-0,002;53,100;-3,829;0,003;53,100;-0,927;-0,002;53,100;-0,707;-0,001;53,100;5,674E-4;0,049;53,100;0,102;-0,093;53,100;0,040;-0,148
53,150;0,005;0,663;53,150;-0,003;-0,687;53,150;1,362;0,023;53,150;-0,181;-0,875;53,150;-0,043;-0,830;53,150;0,005;0,034;53,150;0,063;0,097;53,150;0,010;-0,627;53,150;2,164;0,889;53,150;-4,360;-0,001;53,150;-3,829;0,003;53,150;-0,927;-0,003;53,150;-0,710;-0,001;53,150;7,737E-4;0,048;53,150;0,103;-0,092;53,150;0,040;-0,148
53,200;0,004;0,663;53,200;-0,003;-0,687;53,200;1,350;0,023;53,200;-0,178;-0,875;53,200;-0,044;-0,830;53,200;0,005;0,032;53,200;0,063;0,097;53,200;0,010;-0,628;53,200;2,163;0,890;53,200;-4,363;-0,001;53,200;-3,830;0,003;53,200;-0,934;-0,002;53,200;-0,711;-0,001;53,200;5,845E-4;0,049;53,200;0,102;-0,093;53,200;0,038;-0,150
53,250;0,004;0,661;53,250;-0,003;-0,688;53,250;1,346;0,023;53,250;-0,177;-0,874;53,250;-0,043;-0,830;53,250;0,005;0,033;53,250;0,063;0,097;53,250;0,011;-0,626;53,250;2,158;0,889;53,250;-4,372;-0,001;53,250;-3,834;0,003;53,250;-0,945;-0,003;53,250;-0,707;-0,001;53,250;3,342E-4;0,048;53,250;0,102;-0,093;53,250;0,037;-0,151
53,300;0,004;0,662;53,300;-0,003;-0,687;53,300;1,325;0,022;53,300;-0,173;-0,875;53,300;-0,043;-0,830;53,300;0,005;0,032;53,300;0,063;0,097;53,300;0,011;-0,627;53,300;2,158;0,890;53,300;-4,404;-0,001;53,300;-3,835;0,003;53,300;-0,948;-0,002;53,300;-0,707;-0,002;53,300;4,246E-4;0,049;53,300;0,102;-0,093;53,300;0,035;-0,154
53,350;0,004;0,661;53,350;-0,003;-0,688;53,350;1,296;0,023;53,350;-0,173;-0,874;53,350;-0,044;-0,831;53,350;0,005;0,034;53,350;0,063;0,096;53,350;0,011;-0,626;53,350;2,155;0,889;53,350;-4,420;-0,001;53,350;-3,835;0,003;53,350;-0,948;-0,003;53,350;-0,707;-0,001;53,350;3,989E-4;0,048;53,350;0,102;-0,092;53,350;0,034;-0,154
53,400;0,004;0,662;53,400;-0,003;-0,688;53,400;1,276;0,022;53,400;-0,168;-0,874;53,400;-0,043;-0,830;53,400;0,005;0,032;53,400;0,063;0,097;53,400;0,011;-0,627;53,400;2,150;0,890;53,400;-4,420;-0,001;53,400;-3,834;0,003;53,400;-0,948;-0,001;53,400;-0,706;-0,001;53,400;5,210E-4;0,049;53,400;0,102;-0,093;53,400;0,034;-0,157
53,450;0,004;0,660;53,450;-0,003;-0,689;53,450;1,274;0,023;53,450;-0,167;-0,873;53,450;-0,044;-0,831;53,450;0,005;0,033;53,450;0,063;0,097;53,450;0,011;-0,626;53,450;2,140;0,890;53,450;-4,459;-0,001;53,450;-3,835;0,003;53,450;-0,949;-0,003;53,450;-0,708;-0,001;53,450;5,234E-4;0,048;53,450;0,102;-0,093;53,450;0,033;-0,156
53,500;0,004;0,661;53,500;-0,003;-0,688;53,500;1,243;0,022;53,500;-0,159;-0,872;53,500;-0,046;-0,832;53,500;0,005;0,032;53,500;0,063;0,097;53,500;0,011;-0,627;53,500;2,123;0,890;53,500;-4,512;-0,001;53,500;-3,835;0,003;53,500;-0,957;-0,002;53,500;-0,713;-0,001;53,500;2,927E-4;0,048;53,500;0,102;-0,092;53,500;0,033;-0,159
53,550;0,004;0,660;53,550;-0,003;-0,689;53,550;1,216;0,022;53,550;-0,156;-0,871;53,550;-0,048;-0,834;53,550;0,005;0,033;53,550;0,063;0,097;53,550;0,011;-0,626;53,550;2,122;0,889;53,550;-4,515;-0,001;53,550;-3,835;0,003;53,550;-0,957;-0,003;53,550;-0,710;-0,001;53,550;3,916E-4;0,048;53,550;0,102;-0,093;53,550;0,032;-0,158
53,600;0,004;0,660;53,600;-0,003;-0,689;53,600;1,203;0,021;53,600;-0,153;-0,872;53,600;-0,051;-0,835;53,600;0,005;0,032;53,600;0,063;0,097;53,600;0,011;-0,627;53,600;2,112;0,890;53,600;-4,571;-0,001;53,600;-3,835;0,003;53,600;-0,966;-0,002;53,600;-0,711;-0,001;53,600;5,381E-4;0,049;53,600;0,102;-0,093;53,600;0,032;-0,160
53,650;0,004;0,659;53,650;-0,003;-0,690;53,650;1,192;0,022;53,650;-0,150;-0,870;53,650;-0,052;-0,836;53,650;0,005;0,033;53,650;0,063;0,097;53,650;0,011;-0,626;53,650;2,105;0,889;53,650;-4,618;-0,001;53,650;-3,833;0,003;53,650;-0,976;-0,003;53,650;-0,710;-0,002;53,650;5,662E-4;0,048;53,650;0,103;-0,092;53,650;0,031;-0,160
53,700;0,004;0,660;53,700;-0,003;-0,690;53,700;1,174;0,021;53,700;-0,147;-0,870;53,700;-0,052;-0,835;53,700;0,005;0,031;53,700;0,063;0,097;53,700;0,011;-0,627;53,700;2,094;0,890;53,700;-4,635;-9,930E-4;53,700;-3,832;0,003;53,700;-0,979;-0,002;53,700;-0,714;-0,001;53,700;4,001E-4;0,048;53,700;0,102;-0,093;53,700;0,030;-0,162
53,750;0,004;0,659;53,750;-0,003;-0,690;53,750;1,132;0,021;53,750;-0,143;-0,869;53,750;-0,052;-0,836;53,750;0,005;0,033;53,750;0,062;0,096;53,750;0,011;-0,626;53,750;2,091;0,889;53,750;-4,651;-0,001;53,750;-3,834;0,003;53,750;-0,989;-0,003;53,750;-0,719;-0,002;53,750;3,904E-4;0,048;53,750;0,102;-0,093;53,750;0,030;-0,162
53,800;0,004;0,660;53,800;-0,003;-0,690;53,800;1,123;0,020;53,800;-0,140;-0,869;53,800;-0,052;-0,836;53,800;0,005;0,032;53,800;0,056;0,093;53,800;0,011;-0,627;53,800;2,083;0,889;53,800;-4,665;-0,001;53,800;-3,855;0,003;53,800;-0,990;-0,002;53,800;-0,750;-0,001;53,800;4,966E-4;0,049;53,800;0,102;-0,093;53,800;0,030;-0,164
53,850;0,004;0,659;53,850;-0,003;-0,690;53,850;1,122;0,021;53,850;-0,137;-0,868;53,850;-0,051;-0,835;53,850;0,005;0,033;53,850;0,046;0,088;53,850;0,011;-0,626;53,850;2,078;0,888;53,850;-4,690;-0,001;53,850;-3,900;0,003;53,850;-1,000;-0,003;53,850;-0,779;-0,002;53,850;3,745E-4;0,048;53,850;0,102;-0,092;53,850;0,029;-0,163
53,900;0,004;0,660;53,900;-0,003;-0,691;53,900;1,122;0,020;53,900;-0,134;-0,868;53,900;-0,052;-0,836;53,900;0,005;0,031;53,900;0,044;0,086;53,900;0,011;-0,628;53,900;2,070;0,889;53,900;-4,693;-0,001;53,900;-3,933;0,003;53,900;-1,002;-0,002;53,900;-0,799;-0,001;53,900;3,586E-4;0,048;53,900;0,102;-0,093;53,900;0,028;-0,165
53,950;0,004;0,659;53,950;-0,003;-0,692;53,950;1,121;0,021;53,950;-0,132;-0,867;53,950;-0,052;-0,836;53,950;0,005;0,033;53,950;0,044;0,086;53,950;0,011;-0,626;53,950;2,069;0,888;53,950;-4,693;-0,001;53,950;-3,994;0,003;53,950;-1,002;-0,003;53,950;-0,820;-0,001;53,950;5,088E-4;0,048;53,950;0,103;-0,092;53,950;0,028;-0,165
54,000;0,003;0,659;54,000;-0,003;-0,692;54,000;1,122;0,020;54,000;-0,130;-0,867;54,000;-0,052;-0,836;54,000;0,005;0,032;54,000;0,044;0,086;54,000;0,011;-0,627;54,000;2,069;0,889;54,000;-4,718;-0,001;54,000;-4,014;0,003;54,000;-1,002;-0,002;54,000;-0,833;-0,001;54,000;4,404E-4;0,049;54,000;0,102;-0,093;54,000;0,028;-0,167
