Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1	Zeit (s) Messreihe #2	Spannung, Ch A (V) Messreihe #2	Spannung, Ch B (V) Messreihe #2	Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3	Zeit (s) Messreihe #4	Spannung, Ch A (V) Messreihe #4	Spannung, Ch B (V) Messreihe #4	Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5	Zeit (s) Messreihe #6	Spannung, Ch A (V) Messreihe #6	Spannung, Ch B (V) Messreihe #6	Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7	Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8	Zeit (s) Messreihe #9	Spannung, Ch A (V) Messreihe #9	Spannung, Ch B (V) Messreihe #9	Zeit (s) Messreihe #10	Spannung, Ch A (V) Messreihe #10	Spannung, Ch B (V) Messreihe #10	Zeit (s) Messreihe #11	Spannung, Ch A (V) Messreihe #11	Spannung, Ch B (V) Messreihe #11	Zeit (s) Messreihe #12	Spannung, Ch A (V) Messreihe #12	Spannung, Ch B (V) Messreihe #12	Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13	Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14	Zeit (s) Messreihe #15	Spannung, Ch A (V) Messreihe #15	Spannung, Ch B (V) Messreihe #15	Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16	Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17	Zeit (s) Messreihe #18	Spannung, Ch A (V) Messreihe #18	Spannung, Ch B (V) Messreihe #18	Zeit (s) Messreihe #19	Spannung, Ch A (V) Messreihe #19	Spannung, Ch B (V) Messreihe #19	Zeit (s) Messreihe #20	Spannung, Ch A (V) Messreihe #20	Spannung, Ch B (V) Messreihe #20	Zeit (s) Messreihe #21	Spannung, Ch A (V) Messreihe #21	Spannung, Ch B (V) Messreihe #21	Zeit (s) Messreihe #22	Spannung, Ch A (V) Messreihe #22	Spannung, Ch B (V) Messreihe #22	Zeit (s) Messreihe #23	Spannung, Ch A (V) Messreihe #23	Spannung, Ch B (V) Messreihe #23	Zeit (s) Messreihe #24	Spannung, Ch A (V) Messreihe #24	Spannung, Ch B (V) Messreihe #24	Zeit (s) Messreihe #25	Spannung, Ch A (V) Messreihe #25	Spannung, Ch B (V) Messreihe #25	Zeit (s) Messreihe #26	Spannung, Ch A (V) Messreihe #26	Spannung, Ch B (V) Messreihe #26	Zeit (s) Messreihe #27	Spannung, Ch A (V) Messreihe #27	Spannung, Ch B (V) Messreihe #27	Zeit (s) Messreihe #28	Spannung, Ch A (V) Messreihe #28	Spannung, Ch B (V) Messreihe #28	Zeit (s) Messreihe #29	Spannung, Ch A (V) Messreihe #29	Spannung, Ch B (V) Messreihe #29	Zeit (s) Messreihe #30	Spannung, Ch A (V) Messreihe #30	Spannung, Ch B (V) Messreihe #30	Zeit (s) Messreihe #31	Spannung, Ch A (V) Messreihe #31	Spannung, Ch B (V) Messreihe #31	Zeit (s) Messreihe #32	Spannung, Ch A (V) Messreihe #32	Spannung, Ch B (V) Messreihe #32	Zeit (s) Messreihe #33	Spannung, Ch A (V) Messreihe #33	Spannung, Ch B (V) Messreihe #33	Zeit (s) Messreihe #34	Spannung, Ch A (V) Messreihe #34	Spannung, Ch B (V) Messreihe #34	Zeit (s) Messreihe #35	Spannung, Ch A (V) Messreihe #35	Spannung, Ch B (V) Messreihe #35	Zeit (s) Messreihe #36	Spannung, Ch A (V) Messreihe #36	Spannung, Ch B (V) Messreihe #36
						9,900	3,180	0,099	9,900	2,517	0,065	9,900	2,534	-0,093	9,900	2,509	-0,024	9,900	2,577	-0,110	9,900	2,732	0,824	9,900	2,719	0,399	9,900	2,645	0,025	9,900	2,615	-0,046	9,900	2,644	-0,097	9,900	2,781	0,116	9,900	2,752	0,021	9,900	2,715	0,123	9,900	2,736	0,221	9,900	2,725	-0,030	9,900	2,710	0,045	9,900	2,751	0,042				9,900	2,705	0,025	9,900	2,573	0,057	9,900	2,726	0,026	9,900	2,672	0,039	9,900	2,270	0,306	9,900	2,231	0,174	9,900	2,385	0,900	9,900	2,382	0,662	9,900	2,273	0,213	9,900	2,388	0,979	9,900	2,229	1,949	9,900	2,375	2,923	9,900	2,296	5,560	9,900	2,352	3,375	9,900	2,356	3,267	9,900	2,317	4,710
						9,950	3,190	0,150	9,950	2,532	0,104	9,950	2,549	-0,094	9,950	2,523	0,072	9,950	2,591	-0,105	9,950	2,747	0,863	9,950	2,733	0,477	9,950	2,660	0,091	9,950	2,629	-0,044	9,950	2,659	-0,103	9,950	2,796	0,106	9,950	2,767	0,107	9,950	2,730	0,208	9,950	2,751	0,252	9,950	2,739	0,026	9,950	2,725	0,031	9,950	2,765	0,045				9,950	2,720	0,057	9,950	2,587	0,040	9,950	2,741	0,059	9,950	2,686	0,047	9,950	2,283	0,373	9,950	2,245	0,197	9,950	2,398	0,893	9,950	2,395	0,646	9,950	2,285	0,170	9,950	2,402	1,049	9,950	2,242	2,121	9,950	2,388	2,559	9,950	2,309	4,969	9,950	2,365	2,994	9,950	2,369	2,867	9,950	2,330	4,349
						10,000	3,208	0,117	10,000	2,546	0,066	10,000	2,564	-0,044	10,000	2,538	0,289	10,000	2,606	-0,099	10,000	2,761	0,956	10,000	2,748	0,463	10,000	2,675	0,137	10,000	2,643	-0,051	10,000	2,674	-0,099	10,000	2,810	0,170	10,000	2,782	0,200	10,000	2,744	0,300	10,000	2,765	0,331	10,000	2,754	0,090	10,000	2,739	0,044	10,000	2,780	0,045				10,000	2,735	0,024	10,000	2,602	0,055	10,000	2,755	0,026	10,000	2,701	0,037	10,000	2,296	0,369	10,000	2,258	0,200	10,000	2,412	0,998	10,000	2,408	0,755	10,000	2,299	0,239	10,000	2,415	1,006	10,000	2,255	2,342	10,000	2,401	2,347	10,000	2,322	4,536	10,000	2,378	2,717	10,000	2,383	2,620	10,000	2,343	3,875
						10,050	3,228	0,161	10,050	2,561	0,104	10,050	2,578	0,033	10,050	2,553	0,514	10,050	2,620	-0,055	10,050	2,776	1,021	10,050	2,762	0,549	10,050	2,690	0,209	10,050	2,658	-0,047	10,050	2,689	-0,103	10,050	2,824	0,152	10,050	2,796	0,285	10,050	2,759	0,362	10,050	2,780	0,348	10,050	2,769	0,190	10,050	2,754	0,030	10,050	2,795	0,052				10,050	2,750	0,056	10,050	2,617	0,037	10,050	2,770	0,061	10,050	2,715	0,045	10,050	2,309	0,446	10,050	2,271	0,231	10,050	2,425	0,966	10,050	2,422	0,729	10,050	2,312	0,199	10,050	2,428	1,036	10,050	2,269	2,506	10,050	2,415	2,032	10,050	2,335	4,007	10,050	2,391	2,393	10,050	2,396	2,275	10,050	2,357	3,560
						10,100	3,230	0,099	10,100	2,575	0,066	10,100	2,593	0,290	10,100	2,567	0,734	10,100	2,635	0,033	10,100	2,791	1,139	10,100	2,777	0,548	10,100	2,704	0,243	10,100	2,672	-0,054	10,100	2,703	-0,095	10,100	2,839	0,212	10,100	2,810	0,356	10,100	2,773	0,431	10,100	2,795	0,417	10,100	2,783	0,259	10,100	2,768	0,045	10,100	2,809	0,057				10,100	2,764	0,025	10,100	2,632	0,053	10,100	2,784	0,030	10,100	2,730	0,036	10,100	2,323	0,447	10,100	2,284	0,242	10,100	2,438	1,035	10,100	2,435	0,813	10,100	2,326	0,272	10,100	2,442	0,961	10,100	2,282	2,694	10,100	2,428	1,881	10,100	2,349	3,649	10,100	2,404	2,181	10,100	2,409	2,095	10,100	2,370	3,156
						10,150	3,226	0,128	10,150	2,590	0,105	10,150	2,607	0,488	10,150	2,582	0,896	10,150	2,649	0,278	10,150	2,806	1,219	10,150	2,791	0,648	10,150	2,719	0,304	10,150	2,687	-0,049	10,150	2,718	-0,092	10,150	2,854	0,190	10,150	2,825	0,418	10,150	2,788	0,474	10,150	2,809	0,425	10,150	2,798	0,344	10,150	2,783	0,034	10,150	2,823	0,068				10,150	2,779	0,060	10,150	2,646	0,036	10,150	2,799	0,070	10,150	2,745	0,045	10,150	2,336	0,531	10,150	2,298	0,279	10,150	2,452	0,956	10,150	2,448	0,754	10,150	2,339	0,235	10,150	2,455	0,961	10,150	2,296	2,785	10,150	2,441	1,646	10,150	2,362	3,200	10,150	2,418	1,940	10,150	2,422	1,838	10,150	2,383	2,904
						10,200	3,225	0,113	10,200	2,604	0,066	10,200	2,621	0,736	10,200	2,597	1,043	10,200	2,664	0,467	10,200	2,820	1,341	10,200	2,806	0,658	10,200	2,733	0,325	10,200	2,701	-0,053	10,200	2,732	-0,057	10,200	2,868	0,247	10,200	2,839	0,472	10,200	2,802	0,532	10,200	2,823	0,489	10,200	2,812	0,390	10,200	2,798	0,055	10,200	2,838	0,076				10,200	2,793	0,032	10,200	2,661	0,052	10,200	2,813	0,044	10,200	2,759	0,037	10,200	2,349	0,538	10,200	2,311	0,295	10,200	2,465	0,989	10,200	2,461	0,805	10,200	2,352	0,312	10,200	2,468	0,857	10,200	2,309	2,874	10,200	2,454	1,564	10,200	2,376	2,929	10,200	2,431	1,813	10,200	2,436	1,738	10,200	2,396	2,571
						10,250	3,221	0,130	10,250	2,619	0,106	10,250	2,636	0,857	10,250	2,611	1,149	10,250	2,678	0,688	10,250	2,835	1,413	10,250	2,820	0,762	10,250	2,748	0,378	10,250	2,716	-0,040	10,250	2,747	-0,021	10,250	2,883	0,224	10,250	2,854	0,521	10,250	2,816	0,567	10,250	2,838	0,497	10,250	2,826	0,458	10,250	2,812	0,048	10,250	2,852	0,086				10,250	2,808	0,073	10,250	2,675	0,034	10,250	2,828	0,089	10,250	2,774	0,047	10,250	2,363	0,631	10,250	2,324	0,339	10,250	2,479	0,896	10,250	2,475	0,717	10,250	2,365	0,278	10,250	2,481	0,840	10,250	2,322	2,848	10,250	2,467	1,396	10,250	2,389	2,591	10,250	2,444	1,656	10,250	2,449	1,561	10,250	2,410	2,406
						10,300	3,221	0,103	10,300	2,634	0,066	10,300	2,651	1,039	10,300	2,625	1,252	10,300	2,693	0,806	10,300	2,850	1,523	10,300	2,835	0,769	10,300	2,763	0,392	10,300	2,731	-0,031	10,300	2,762	0,117	10,300	2,898	0,282	10,300	2,869	0,566	10,300	2,831	0,623	10,300	2,852	0,565	10,300	2,841	0,492	10,300	2,826	0,075	10,300	2,867	0,093				10,300	2,822	0,049	10,300	2,690	0,051	10,300	2,842	0,062	10,300	2,789	0,043	10,300	2,376	0,638	10,300	2,338	0,364	10,300	2,492	0,953	10,300	2,488	0,746	10,300	2,378	0,359	10,300	2,495	0,721	10,300	2,335	2,827	10,300	2,481	1,391	10,300	2,402	2,432	10,300	2,457	1,610	10,300	2,462	1,542	10,300	2,423	2,175
						10,350	3,220	0,127	10,350	2,648	0,106	10,350	2,665	1,107	10,350	2,640	1,331	10,350	2,708	0,970	10,350	2,865	1,584	10,350	2,850	0,868	10,350	2,777	0,443	10,350	2,746	0,005	10,350	2,776	0,219	10,350	2,912	0,260	10,350	2,883	0,613	10,350	2,846	0,661	10,350	2,867	0,584	10,350	2,855	0,552	10,350	2,841	0,068	10,350	2,881	0,101				10,350	2,837	0,092	10,350	2,705	0,033	10,350	2,857	0,108	10,350	2,803	0,057	10,350	2,389	0,754	10,350	2,351	0,414	10,350	2,505	0,779	10,350	2,501	0,643	10,350	2,392	0,328	10,350	2,508	0,700	10,350	2,348	2,709	10,350	2,494	1,299	10,350	2,415	2,208	10,350	2,471	1,537	10,350	2,476	1,448	10,350	2,436	2,108
						10,400	3,221	0,101	10,400	2,663	0,067	10,400	2,680	1,253	10,400	2,655	1,417	10,400	2,722	1,044	10,400	2,879	1,689	10,400	2,864	0,869	10,400	2,792	0,457	10,400	2,760	0,048	10,400	2,790	0,381	10,400	2,927	0,325	10,400	2,898	0,661	10,400	2,860	0,728	10,400	2,881	0,670	10,400	2,870	0,581	10,400	2,855	0,095	10,400	2,896	0,107				10,400	2,851	0,066	10,400	2,719	0,049	10,400	2,871	0,078	10,400	2,817	0,057	10,400	2,402	0,754	10,400	2,364	0,447	10,400	2,518	0,770	10,400	2,514	0,658	10,400	2,405	0,413	10,400	2,521	0,585	10,400	2,362	2,614	10,400	2,507	1,363	10,400	2,428	2,164	10,400	2,484	1,571	10,400	2,489	1,510	10,400	2,449	1,968
						10,450	3,220	0,128	10,450	2,678	0,107	10,450	2,695	1,299	10,450	2,669	1,491	10,450	2,737	1,179	10,450	2,894	1,749	10,450	2,878	0,964	10,450	2,807	0,514	10,450	2,775	0,116	10,450	2,805	0,446	10,450	2,941	0,310	10,450	2,912	0,720	10,450	2,875	0,784	10,450	2,896	0,705	10,450	2,884	0,644	10,450	2,870	0,086	10,450	2,911	0,115				10,450	2,866	0,110	10,450	2,734	0,031	10,450	2,886	0,124	10,450	2,832	0,075	10,450	2,416	0,828	10,450	2,378	0,502	10,450	2,531	0,639	10,450	2,528	0,542	10,450	2,418	0,375	10,450	2,535	0,570	10,450	2,375	2,426	10,450	2,520	1,338	10,450	2,442	2,040	10,450	2,497	1,576	10,450	2,502	1,491	10,450	2,463	1,987
						10,500	3,220	0,103	10,500	2,692	0,067	10,500	2,709	1,433	10,500	2,684	1,584	10,500	2,751	1,235	10,500	2,909	1,858	10,500	2,893	0,964	10,500	2,821	0,539	10,500	2,789	0,170	10,500	2,819	0,573	10,500	2,956	0,380	10,500	2,927	0,787	10,500	2,889	0,872	10,500	2,911	0,799	10,500	2,899	0,682	10,500	2,885	0,112	10,500	2,925	0,120				10,500	2,880	0,081	10,500	2,748	0,049	10,500	2,900	0,092	10,500	2,846	0,075	10,500	2,429	0,808	10,500	2,391	0,539	10,500	2,545	0,637	10,500	2,541	0,550	10,500	2,432	0,459	10,500	2,547	0,469	10,500	2,388	2,271	10,500	2,534	1,468	10,500	2,455	2,097	10,500	2,510	1,683	10,500	2,515	1,629	10,500	2,476	1,932
						10,550	3,218	0,126	10,550	2,707	0,108	10,550	2,724	1,477	10,550	2,699	1,687	10,550	2,766	1,362	10,550	2,924	1,922	10,550	2,908	1,062	10,550	2,835	0,611	10,550	2,804	0,233	10,550	2,834	0,611	10,550	2,971	0,370	10,550	2,942	0,868	10,550	2,904	0,942	10,550	2,925	0,833	10,550	2,914	0,764	10,550	2,899	0,100	10,550	2,940	0,126				10,550	2,895	0,125	10,550	2,763	0,032	10,550	2,915	0,137	10,550	2,861	0,092	10,550	2,442	0,865	10,550	2,404	0,594	10,550	2,558	0,521	10,550	2,554	0,434	10,550	2,445	0,413	10,550	2,561	0,466	10,550	2,401	2,041	10,550	2,547	1,508	10,550	2,468	2,082	10,550	2,523	1,768	10,550	2,528	1,687	10,550	2,489	2,037
						10,600	3,217	0,104	10,600	2,721	0,068	10,600	2,738	1,628	10,600	2,713	1,826	10,600	2,780	1,422	10,600	2,938	2,033	10,600	2,923	1,065	10,600	2,850	0,647	10,600	2,818	0,272	10,600	2,848	0,718	10,600	2,985	0,440	10,600	2,955	0,949	10,600	2,919	1,036	10,600	2,940	0,923	10,600	2,928	0,821	10,600	2,914	0,126	10,600	2,954	0,133				10,600	2,909	0,096	10,600	2,778	0,052	10,600	2,929	0,104	10,600	2,876	0,092	10,600	2,456	0,808	10,600	2,418	0,626	10,600	2,571	0,535	10,600	2,567	0,454	10,600	2,458	0,482	10,600	2,574	0,382	10,600	2,415	1,872	10,600	2,560	1,704	10,600	2,481	2,238	10,600	2,537	1,953	10,600	2,541	1,906	10,600	2,502	2,070
						10,650	3,218	0,130	10,650	2,736	0,108	10,650	2,753	1,710	10,650	2,728	1,978	10,650	2,795	1,571	10,650	2,953	2,099	10,650	2,937	1,165	10,650	2,865	0,726	10,650	2,832	0,322	10,650	2,863	0,742	10,650	3,000	0,428	10,650	2,971	1,033	10,650	2,933	1,100	10,650	2,955	0,950	10,650	2,943	0,919	10,650	2,929	0,113	10,650	2,969	0,139				10,650	2,924	0,138	10,650	2,792	0,038	10,650	2,944	0,149	10,650	2,890	0,107	10,650	2,469	0,831	10,650	2,431	0,662	10,650	2,584	0,432	10,650	2,581	0,348	10,650	2,472	0,417	10,650	2,587	0,395	10,650	2,428	1,653	10,650	2,573	1,807	10,650	2,494	2,323	10,650	2,550	2,113	10,650	2,555	2,036	10,650	2,516	2,254
						10,700	3,217	0,104	10,700	2,751	0,068	10,700	2,768	1,911	10,700	2,742	2,147	10,700	2,810	1,673	10,700	2,968	2,211	10,700	2,952	1,170	10,700	2,879	0,760	10,700	2,847	0,349	10,700	2,878	0,843	10,700	3,014	0,494	10,700	2,985	1,109	10,700	2,948	1,185	10,700	2,969	1,034	10,700	2,958	0,981	10,700	2,943	0,139	10,700	2,984	0,148				10,700	2,939	0,108	10,700	2,807	0,065	10,700	2,958	0,116	10,700	2,905	0,105	10,700	2,482	0,748	10,700	2,444	0,668	10,700	2,598	0,379	10,700	2,594	0,378	10,700	2,485	0,470	10,700	2,601	0,325	10,700	2,441	1,509	10,700	2,587	2,066	10,700	2,508	2,582	10,700	2,563	2,370	10,700	2,568	2,333	10,700	2,529	2,363
						10,750	3,217	0,130	10,750	2,765	0,108	10,750	2,782	2,035	10,750	2,757	2,308	10,750	2,824	1,868	10,750	2,983	2,276	10,750	2,966	1,272	10,750	2,894	0,835	10,750	2,862	0,394	10,750	2,892	0,871	10,750	3,029	0,481	10,750	3,000	1,183	10,750	2,962	1,240	10,750	2,984	1,059	10,750	2,972	1,077	10,750	2,958	0,126	10,750	2,998	0,155				10,750	2,953	0,151	10,750	2,820	0,054	10,750	2,973	0,163	10,750	2,919	0,120	10,750	2,496	0,755	10,750	2,457	0,677	10,750	2,611	1,047	10,750	2,607	0,285	10,750	2,498	0,393	10,750	2,614	0,355	10,750	2,454	1,316	10,750	2,600	2,229	10,750	2,521	2,767	10,750	2,577	2,602	10,750	2,581	2,534	10,750	2,542	2,624
						10,800	3,255	0,207	10,800	2,780	0,068	10,800	2,797	2,257	10,800	2,772	2,463	10,800	2,838	2,001	10,800	2,997	2,387	10,800	2,981	1,276	10,800	2,909	0,862	10,800	2,876	0,415	10,800	2,907	0,986	10,800	3,044	0,547	10,800	3,014	1,250	10,800	2,977	1,320	10,800	2,998	1,143	10,800	2,987	1,129	10,800	2,972	0,156	10,800	3,013	0,167				10,800	2,968	0,121	10,800	2,835	0,084	10,800	2,988	0,131	10,800	2,934	0,118	10,800	2,508	0,657	10,800	2,470	0,656	10,800	2,624	0,668	10,800	2,621	0,325	10,800	2,511	0,436	10,800	2,627	0,300	10,800	2,468	1,205	10,800	2,613	2,556	10,800	2,534	3,124	10,800	2,590	2,936	10,800	2,594	2,908	10,800	2,555	2,809
						10,850	3,333	0,226	10,850	2,794	0,109	10,850	2,811	2,376	10,850	2,786	2,603	10,850	2,853	2,205	10,850	3,012	2,451	10,850	2,996	1,378	10,850	2,923	0,933	10,850	2,891	0,458	10,850	2,922	1,041	10,850	3,058	0,534	10,850	3,029	1,320	10,850	2,991	1,375	10,850	3,013	1,170	10,850	3,001	1,216	10,850	2,987	0,140	10,850	3,027	0,175				10,850	2,982	0,166	10,850	2,850	0,072	10,850	3,003	0,181	10,850	2,948	0,132	10,850	2,522	0,649	10,850	2,484	0,641	10,850	2,637	0,362	10,850	2,634	0,245	10,850	2,524	0,353	10,850	2,640	0,347	10,850	2,481	1,052	10,850	2,627	2,776	10,850	2,547	3,403	10,850	2,603	3,237	10,850	2,608	3,183	10,850	2,568	3,148
						10,900	3,344	0,125	10,900	2,808	0,069	10,900	2,826	2,580	10,900	2,801	2,739	10,900	2,867	2,328	10,900	3,027	2,563	10,900	3,010	1,382	10,900	2,938	0,960	10,900	2,905	0,484	10,900	2,936	1,185	10,900	3,073	0,601	10,900	3,043	1,386	10,900	3,006	1,456	10,900	3,027	1,257	10,900	3,016	1,262	10,900	3,001	0,175	10,900	3,042	0,187				10,900	2,997	0,138	10,900	2,865	0,102	10,900	3,017	0,150	10,900	2,963	0,130	10,900	2,535	0,541	10,900	2,497	0,604	10,900	2,651	0,398	10,900	2,647	0,296	10,900	2,538	0,388	10,900	2,654	0,303	10,900	2,494	0,986	10,900	2,640	3,164	10,900	2,561	3,862	10,900	2,616	3,643	10,900	2,621	3,630	10,900	2,582	3,403
						10,950	3,384	0,259	10,950	2,823	0,109	10,950	2,840	2,675	10,950	2,815	2,868	10,950	2,882	2,510	10,950	3,042	2,626	10,950	3,025	1,485	10,950	2,953	1,033	10,950	2,920	0,538	10,950	2,950	1,261	10,950	3,087	0,590	10,950	3,058	1,457	10,950	3,021	1,514	10,950	3,042	1,286	10,950	3,030	1,347	10,950	3,016	0,158	10,950	3,056	0,194				10,950	3,011	0,184	10,950	2,879	0,088	10,950	3,032	0,201	10,950	2,978	0,147	10,950	2,548	0,529	10,950	2,510	0,575	10,950	2,664	0,344	10,950	2,660	0,227	10,950	2,551	0,300	10,950	2,667	0,364	10,950	2,507	0,879	10,950	2,653	3,436	10,950	2,574	4,236	10,950	2,629	4,010	10,950	2,634	3,970	10,950	2,595	3,817
						11,000	3,472	0,238	11,000	2,837	0,069	11,000	2,855	2,860	11,000	2,829	2,999	11,000	2,897	2,611	11,000	3,056	2,738	11,000	3,039	1,489	11,000	2,968	1,061	11,000	2,935	0,577	11,000	2,965	1,412	11,000	3,102	0,658	11,000	3,072	1,525	11,000	3,035	1,599	11,000	3,056	1,374	11,000	3,045	1,395	11,000	3,030	0,196	11,000	3,071	0,207				11,000	3,026	0,158	11,000	2,894	0,118	11,000	3,046	0,169	11,000	2,992	0,147	11,000	2,561	0,436	11,000	2,523	0,526	11,000	2,677	0,405	11,000	2,673	0,288	11,000	2,564	0,330	11,000	2,680	0,331	11,000	2,521	0,860	11,000	2,666	3,878	11,000	2,587	4,789	11,000	2,643	4,481	11,000	2,647	4,478	11,000	2,608	4,141
						11,050	3,521	0,232	11,050	2,852	0,110	11,050	2,869	2,947	11,050	2,844	3,132	11,050	2,911	2,779	11,050	3,071	2,802	11,050	3,054	1,592	11,050	2,982	1,136	11,050	2,949	0,647	11,050	2,980	1,480	11,050	3,116	0,648	11,050	3,087	1,600	11,050	3,050	1,658	11,050	3,071	1,404	11,050	3,059	1,483	11,050	3,045	0,177	11,050	3,085	0,212				11,050	3,040	0,205	11,050	2,908	0,102	11,050	3,061	0,221	11,050	3,007	0,165	11,050	2,575	0,432	11,050	2,536	0,486	11,050	2,690	0,364	11,050	2,687	0,229	11,050	2,577	0,251	11,050	2,694	0,405	11,050	2,534	0,794	11,050	2,679	4,188	11,050	2,600	5,251	11,050	2,656	4,895	11,050	2,661	4,863	11,050	2,621	4,628
						11,100	3,566	0,240	11,100	2,866	0,069	11,100	2,884	3,134	11,100	2,858	3,266	11,100	2,926	2,877	11,100	3,086	2,915	11,100	3,068	1,597	11,100	2,997	1,166	11,100	2,964	0,694	11,100	2,994	1,617	11,100	3,130	0,716	11,100	3,102	1,670	11,100	3,064	1,743	11,100	3,086	1,491	11,100	3,074	1,532	11,100	3,060	0,216	11,100	3,100	0,225				11,100	3,055	0,177	11,100	2,923	0,131	11,100	3,075	0,187	11,100	3,022	0,166	11,100	2,588	0,353	11,100	2,550	0,437	11,100	2,703	0,434	11,100	2,700	0,298	11,100	2,591	0,284	11,100	2,706	0,383	11,100	2,547	0,819	11,100	2,692	4,650	11,100	2,614	5,882	11,100	2,669	5,396	11,100	2,674	5,394	11,100	2,635	5,008
						11,150	3,686	0,370	11,150	2,881	0,110	11,150	2,898	3,224	11,150	2,873	3,407	11,150	2,940	3,047	11,150	3,101	2,979	11,150	3,083	1,701	11,150	3,011	1,244	11,150	2,978	0,765	11,150	3,009	1,672	11,150	3,145	0,707	11,150	3,116	1,745	11,150	3,079	1,801	11,150	3,100	1,520	11,150	3,089	1,623	11,150	3,074	0,196	11,150	3,115	0,231				11,150	3,069	0,224	11,150	2,937	0,113	11,150	3,090	0,238	11,150	3,036	0,185	11,150	2,601	0,364	11,150	2,563	0,420	11,150	2,717	0,402	11,150	2,713	0,247	11,150	2,604	0,212	11,150	2,720	0,470	11,150	2,560	0,794	11,150	2,706	4,947	11,150	2,627	6,416	11,150	2,682	5,800	11,150	2,687	5,758	11,150	2,648	5,550
						11,200	3,763	0,251	11,200	2,896	0,070	11,200	2,913	3,416	11,200	2,887	3,545	11,200	2,955	3,148	11,200	3,115	3,094	11,200	3,098	1,707	11,200	3,026	1,273	11,200	2,993	0,806	11,200	3,023	1,800	11,200	3,160	0,775	11,200	3,130	1,814	11,200	3,093	1,885	11,200	3,115	1,608	11,200	3,103	1,673	11,200	3,089	0,234	11,200	3,128	0,245				11,200	3,084	0,196	11,200	2,952	0,144	11,200	3,105	0,206	11,200	3,051	0,187	11,200	2,614	0,295	11,200	2,576	0,354	11,200	2,730	0,484	11,200	2,726	0,324	11,200	2,617	0,249	11,200	2,733	0,459	11,200	2,574	0,862	11,200	2,719	5,358	11,200	2,640	7,088	11,200	2,695	6,244	11,200	2,700	6,217	11,200	2,661	5,962
						11,250	3,798	0,255	11,250	2,910	0,111	11,250	2,927	3,511	11,250	2,902	3,686	11,250	2,969	3,324	11,250	3,130	3,159	11,250	3,112	1,811	11,250	3,041	1,350	11,250	3,007	0,872	11,250	3,038	1,853	11,250	3,174	0,766	11,250	3,144	1,887	11,250	3,108	1,943	11,250	3,128	1,636	11,250	3,117	1,763	11,250	3,103	0,213	11,250	3,143	0,250				11,250	3,099	0,242	11,250	2,967	0,127	11,250	3,119	0,257	11,250	3,066	0,204	11,250	2,627	0,318	11,250	2,589	0,327	11,250	2,743	0,456	11,250	2,740	0,284	11,250	2,630	0,183	11,250	2,746	0,559	11,250	2,587	0,874	11,250	2,732	5,551	11,250	2,653	7,615	11,250	2,709	6,531	11,250	2,714	6,448	11,250	2,674	6,510
						11,300	3,810	0,181	11,300	2,925	0,070	11,300	2,942	3,705	11,300	2,917	3,819	11,300	2,984	3,430	11,300	3,144	3,275	11,300	3,127	1,819	11,300	3,056	1,379	11,300	3,022	0,907	11,300	3,053	1,983	11,300	3,188	0,834	11,300	3,159	1,957	11,300	3,122	2,028	11,300	3,143	1,724	11,300	3,132	1,812	11,300	3,118	0,255	11,300	3,157	0,264				11,300	3,114	0,215	11,300	2,981	0,159	11,300	3,133	0,225	11,300	3,080	0,205	11,300	2,641	0,259	11,300	2,603	0,289	11,300	2,757	0,549	11,300	2,753	0,368	11,300	2,644	0,229	11,300	2,759	0,559	11,300	2,601	0,981	11,300	2,746	5,817	11,300	2,667	8,218	11,300	2,722	6,806	11,300	2,727	6,730	11,300	2,688	6,876
						11,350	3,851	0,286	11,350	2,940	0,112	11,350	2,957	3,796	11,350	2,931	3,960	11,350	2,998	3,605	11,350	3,159	3,341	11,350	3,141	1,924	11,350	3,070	1,458	11,350	3,037	0,972	11,350	3,067	2,039	11,350	3,203	0,826	11,350	3,174	2,030	11,350	3,136	2,085	11,350	3,158	1,753	11,350	3,146	1,904	11,350	3,132	0,232	11,350	3,172	0,269				11,350	3,127	0,261	11,350	2,996	0,143	11,350	3,147	0,277	11,350	3,095	0,223	11,350	2,654	0,295	11,350	2,616	0,269	11,350	2,770	0,530	11,350	2,766	0,337	11,350	2,657	0,167	11,350	2,773	0,670	11,350	2,614	1,030	11,350	2,759	5,840	11,350	2,680	8,599	11,350	2,736	6,894	11,350	2,740	6,769	11,350	2,701	7,321
